edit_seed,records,mean_raw_mi_official,mean_raw_mi_superclass,mean_alpha_superclass
20260820,320.0,0.684728743781925,0.6831386415057296,0.007824347855565595
20260821,320.0,0.6848386735939311,0.6831116873736665,0.007839190142384343
20260822,320.0,0.6848261043551338,0.6832732131320608,0.007809633665026468
20260823,320.0,0.6847771943961652,0.6830233696161031,0.007846498810175438
20260824,320.0,0.6847680630631839,0.6830638168788573,0.007847471619887756
