edit_seed,official_unlearn_acc,superclass_unlearn_acc,delta_unlearn_acc,matched_unlearn_acc,superclass_vs_matched_unlearn_acc,official_preserve_acc,superclass_preserve_acc,delta_preserve_acc,matched_preserve_acc,superclass_vs_matched_preserve_acc,official_overall_acc,superclass_overall_acc,delta_overall_acc,matched_overall_acc,superclass_vs_matched_overall_acc
20260820,19.75,19.583333333333332,-0.16666666666666785,17.416666666666668,2.1666666666666643,40.611111111111114,41.27777777777778,0.6666666666666643,41.72222222222222,-0.44444444444444287,53.930360836589294,54.55337441984326,0.6230135832539645,55.436945996275604,-0.8835715764323453
20260821,19.0,19.333333333333332,0.33333333333333215,17.25,2.083333333333332,40.44444444444444,41.0,0.5555555555555571,40.833333333333336,0.1666666666666643,53.950594693504115,54.367123287671234,0.4165285941671186,54.68307484828051,-0.3159515606092782
20260822,19.75,19.666666666666668,-0.08333333333333215,17.25,2.416666666666668,40.22222222222222,41.44444444444444,1.2222222222222214,41.833333333333336,-0.38888888888889284,53.58635001152871,54.6794403892944,1.0930903777656908,55.57257525083612,-0.8931348615417178
20260823,18.833333333333332,18.583333333333332,-0.25,17.083333333333332,1.5,40.77777777777778,40.44444444444444,-0.3333333333333357,41.333333333333336,-0.8888888888888928,54.283675018982535,54.042701922346325,-0.24097309663621047,55.16655488486475,-1.123852962518427
20260824,19.0,19.0,0.0,16.75,2.25,40.22222222222222,40.666666666666664,0.44444444444444287,41.666666666666664,-1.0,53.75252062328139,54.14794520547946,0.39542458219806775,55.537024683122084,-1.3890794776426247
