metric,mean,std,median,min,max,improving_seed_count,total_seeds,improvement_definition
delta_unlearn,-0.03333333333333357,0.22515426810177122,-0.08333333333333215,-0.25,0.33333333333333215,4,5,<= 0
delta_preserve,0.51111111111111,0.5588789484426357,0.5555555555555571,-0.3333333333333357,1.2222222222222214,4,5,> 0
delta_overall,0.45741680814972624,0.4808239075434127,0.4165285941671186,-0.24097309663621047,1.0930903777656908,4,5,> 0
