true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,26,5,12,0,0,5,0,2
dog,1,31,5,0,3,8,0,2
fox,9,1,20,0,3,9,7,1
bear,2,1,3,32,6,3,3,0
wolf,5,1,2,0,39,0,3,0
rabbit,3,2,7,0,2,33,2,1
deer,3,1,3,1,2,1,38,1
horse,2,0,10,0,1,2,1,34
