true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,37,4,3,6,0,0,0,0
dog,1,35,3,7,0,4,0,0
fox,2,0,11,1,6,18,11,1
bear,0,0,5,12,30,1,2,0
wolf,0,0,7,6,34,0,2,1
rabbit,1,2,13,1,0,32,1,0
deer,0,0,4,2,1,0,42,1
horse,0,0,2,9,0,1,0,38
