true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,34,4,10,1,0,0,0,1
dog,0,42,5,0,1,1,0,1
fox,1,0,11,12,12,14,0,0
bear,0,1,1,44,4,0,0,0
wolf,0,1,0,3,42,2,2,0
rabbit,1,3,20,0,0,25,0,1
deer,0,0,0,4,0,4,38,4
horse,0,0,1,0,0,1,0,48
