true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,27,3,20,0,0,0,0,0
dog,1,49,0,0,0,0,0,0
fox,0,0,17,1,2,26,4,0
bear,0,0,3,45,0,1,1,0
wolf,0,0,2,4,44,0,0,0
rabbit,0,0,19,0,0,31,0,0
deer,0,0,4,0,0,1,42,3
horse,0,2,1,0,0,0,0,47
