true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,14,7,2,5,1,11,0,10
dog,6,11,1,12,1,9,0,10
fox,5,2,8,10,6,8,3,8
bear,2,1,9,20,12,2,2,2
wolf,7,0,7,8,16,6,5,1
rabbit,8,3,3,3,3,21,3,6
deer,0,3,8,1,9,8,17,4
horse,4,11,4,7,3,5,5,11
