true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,28,4,14,4,0,0,0,0
dog,1,47,0,1,0,1,0,0
fox,1,2,17,14,11,2,3,0
bear,1,2,0,30,1,1,15,0
wolf,0,2,0,0,48,0,0,0
rabbit,0,1,0,9,0,39,1,0
deer,0,0,0,2,1,5,38,4
horse,0,2,0,1,0,2,1,44
