true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,25,4,15,3,0,0,0,3
dog,1,34,0,10,0,1,0,4
fox,0,1,17,2,10,4,8,8
bear,1,0,1,13,27,0,4,4
wolf,0,1,0,6,36,0,1,6
rabbit,1,3,3,6,0,28,0,9
deer,0,2,1,3,2,8,31,3
horse,0,21,0,10,1,15,0,3
