true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,32,3,14,0,0,1,0,0
dog,2,48,0,0,0,0,0,0
fox,0,0,29,5,2,3,10,1
bear,0,0,0,49,0,1,0,0
wolf,1,2,0,4,42,0,1,0
rabbit,3,1,2,0,0,44,0,0
deer,1,0,1,2,1,2,40,3
horse,1,3,0,3,0,0,0,43
