true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,37,1,0,1,1,2,0,8
dog,6,30,0,0,1,1,0,12
fox,6,3,14,3,4,13,0,7
bear,1,1,8,37,0,0,0,3
wolf,2,0,0,4,41,0,0,3
rabbit,2,1,0,0,0,32,0,15
deer,0,2,1,4,1,1,35,6
horse,1,4,1,0,0,1,0,43
