true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,14,10,9,1,0,5,0,11
dog,8,15,10,1,1,5,0,10
fox,10,4,11,3,2,4,11,5
bear,2,2,4,21,10,3,5,3
wolf,2,6,0,16,21,1,2,2
rabbit,13,1,2,1,2,26,2,3
deer,3,3,0,2,7,3,29,3
horse,13,6,14,1,0,6,0,10
