true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,33,4,7,6,0,0,0,0
dog,1,47,0,1,0,1,0,0
fox,3,1,33,6,3,2,2,0
bear,0,0,7,34,0,2,7,0
wolf,0,0,0,3,46,1,0,0
rabbit,0,0,11,3,0,36,0,0
deer,0,0,1,5,1,4,37,2
horse,0,1,1,2,0,3,0,43
