true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,21,12,5,0,8,4,0,0
dog,21,21,1,0,5,0,0,2
fox,0,4,2,7,7,18,11,1
bear,0,4,9,22,3,1,8,3
wolf,1,4,8,11,15,0,8,3
rabbit,3,1,2,1,7,22,12,2
deer,1,1,1,17,4,6,17,3
horse,1,5,4,1,2,0,1,36
