true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,39,2,0,3,0,2,0,4
dog,4,15,0,4,1,2,0,24
fox,4,3,27,5,4,4,2,1
bear,1,3,23,16,0,1,4,2
wolf,0,1,6,4,36,1,0,2
rabbit,1,1,5,7,0,36,0,0
deer,0,0,7,6,1,5,29,2
horse,1,6,2,15,0,3,0,23
