true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,11,10,12,1,2,3,1,10
dog,15,15,11,1,2,1,0,5
fox,6,1,10,6,5,9,6,7
bear,3,0,5,21,1,6,13,1
wolf,4,1,0,16,24,0,4,1
rabbit,8,0,3,2,0,20,7,10
deer,7,0,0,4,0,10,26,3
horse,15,1,11,1,1,2,0,19
