true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,41,6,0,0,0,3,0,0
dog,1,49,0,0,0,0,0,0
fox,15,0,8,15,2,10,0,0
bear,0,0,20,29,0,1,0,0
wolf,0,0,1,4,45,0,0,0
rabbit,1,1,4,0,0,44,0,0
deer,0,0,7,5,1,4,31,2
horse,0,1,3,2,0,0,0,44
