true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,39,5,5,0,0,1,0,0
dog,1,42,7,0,0,0,0,0
fox,22,0,8,3,5,12,0,0
bear,0,0,4,43,2,1,0,0
wolf,1,2,8,6,32,0,1,0
rabbit,1,1,6,0,0,42,0,0
deer,0,0,2,1,1,4,39,3
horse,0,1,4,1,1,1,0,42
