true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,35,9,1,0,1,4,0,0
dog,0,40,0,0,1,8,0,1
fox,4,0,19,4,2,19,1,1
bear,0,3,6,38,0,3,0,0
wolf,0,1,0,5,39,2,3,0
rabbit,0,4,0,0,0,46,0,0
deer,0,2,1,3,0,4,39,1
horse,0,0,2,0,0,4,0,44
