true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,24,6,2,1,4,1,9,3
dog,8,17,0,0,6,0,7,12
fox,8,0,15,3,2,9,11,2
bear,0,1,2,17,9,0,15,6
wolf,3,4,2,15,15,1,10,0
rabbit,7,2,8,2,1,19,10,1
deer,3,2,8,9,6,5,15,2
horse,3,12,1,2,11,2,3,16
