true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,40,5,1,1,2,0,0,1
dog,0,48,0,0,1,1,0,0
fox,15,3,23,1,3,3,2,0
bear,0,0,10,29,0,1,10,0
wolf,0,2,0,0,47,0,1,0
rabbit,1,2,1,1,0,44,0,1
deer,0,1,1,3,1,4,40,0
horse,1,1,0,0,0,2,1,45
