true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,31,4,13,2,0,0,0,0
dog,1,41,0,6,0,2,0,0
fox,6,1,17,6,5,2,13,0
bear,1,1,0,31,0,2,15,0
wolf,0,0,0,3,46,1,0,0
rabbit,0,0,0,13,0,34,3,0
deer,0,0,0,4,1,6,37,2
horse,0,1,0,2,0,3,1,43
