true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,38,0,10,0,0,2,0,0
dog,1,40,5,1,1,2,0,0
fox,1,0,16,10,11,11,1,0
bear,0,2,3,37,6,2,0,0
wolf,0,0,0,7,40,3,0,0
rabbit,3,0,17,0,0,28,0,2
deer,0,1,3,12,0,5,28,1
horse,0,0,7,0,0,1,0,42
