true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,21,1,2,12,0,11,2,1
dog,5,15,8,5,0,10,1,6
fox,5,0,11,2,11,5,14,2
bear,0,1,14,12,3,0,18,2
wolf,1,0,10,4,17,3,6,9
rabbit,8,0,4,1,7,6,21,3
deer,2,0,8,5,7,3,19,6
horse,1,12,7,3,4,7,1,15
