true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,10,12,4,3,1,13,0,7
dog,9,14,9,2,1,8,1,6
fox,5,2,12,7,5,8,4,7
bear,2,0,16,13,12,2,4,1
wolf,1,0,12,5,16,6,9,1
rabbit,5,1,3,4,4,19,6,8
deer,4,0,1,8,12,5,16,4
horse,8,1,8,4,3,5,7,14
