true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,28,12,0,0,3,1,0,6
dog,6,23,0,0,4,0,0,17
fox,2,10,14,3,4,8,6,3
bear,0,4,5,20,4,0,14,3
wolf,1,11,10,6,12,0,4,6
rabbit,1,6,5,0,6,25,0,7
deer,0,2,7,2,8,2,28,1
horse,1,11,7,0,16,3,0,12
