true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,11,16,5,5,0,9,0,4
dog,9,16,3,4,0,7,0,11
fox,6,2,10,10,6,6,7,3
bear,3,1,7,20,2,2,13,2
wolf,0,0,12,4,19,3,11,1
rabbit,4,2,10,4,0,20,0,10
deer,7,0,1,3,0,11,25,3
horse,8,2,12,7,1,2,0,18
