true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,45,0,1,1,0,3,0,0
dog,0,48,0,0,1,0,0,1
fox,3,0,12,13,4,18,0,0
bear,0,0,2,45,2,0,0,1
wolf,0,0,4,2,44,0,0,0
rabbit,0,0,20,0,0,30,0,0
deer,0,0,6,3,0,1,37,3
horse,0,2,1,3,0,0,0,44
