true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,23,14,0,2,1,7,0,3
dog,14,10,0,11,1,5,0,9
fox,0,2,16,6,8,10,7,1
bear,0,3,13,9,2,2,15,6
wolf,0,4,1,6,19,4,12,4
rabbit,2,3,7,7,8,9,4,10
deer,0,2,14,2,6,6,13,7
horse,1,3,2,16,2,7,0,19
