true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,30,11,5,3,0,0,0,1
dog,4,24,5,3,0,9,0,5
fox,3,0,6,10,8,12,11,0
bear,1,0,5,12,11,5,16,0
wolf,0,1,10,1,36,0,2,0
rabbit,1,2,12,10,0,21,0,4
deer,1,2,4,15,0,1,26,1
horse,3,3,7,0,0,7,0,30
