true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,42,3,1,1,2,1,0,0
dog,0,45,0,0,1,3,0,1
fox,4,0,14,3,10,18,0,1
bear,0,2,2,37,7,2,0,0
wolf,0,0,0,2,48,0,0,0
rabbit,2,3,0,0,0,44,0,1
deer,0,3,0,6,2,4,34,1
horse,0,1,0,1,1,1,0,46
