true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,45,0,1,0,0,4,0,0
dog,2,42,0,0,1,4,0,1
fox,2,0,16,3,7,21,1,0
bear,0,0,2,38,6,2,0,2
wolf,0,1,0,3,45,1,0,0
rabbit,3,0,0,1,0,45,0,1
deer,0,1,0,6,0,4,36,3
horse,0,2,0,0,0,1,0,47
