true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,39,1,8,0,0,1,0,1
dog,0,45,0,0,1,3,0,1
fox,1,3,28,3,10,4,0,1
bear,0,2,3,40,3,1,1,0
wolf,0,1,3,1,43,0,2,0
rabbit,0,2,13,0,0,34,0,1
deer,0,2,9,2,0,2,34,1
horse,0,0,4,0,0,1,0,45
