true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,31,1,13,4,0,1,0,0
dog,0,34,12,0,0,3,0,1
fox,4,3,6,15,7,15,0,0
bear,0,4,3,40,2,1,0,0
wolf,0,0,2,6,41,1,0,0
rabbit,1,3,5,1,0,39,0,1
deer,0,3,0,19,0,0,27,1
horse,0,2,1,1,0,0,0,46
