true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,29,6,4,4,0,4,3,0
dog,1,35,0,8,2,3,0,1
fox,0,1,26,1,2,8,8,4
bear,0,1,4,14,0,1,17,13
wolf,0,0,0,3,35,3,2,7
rabbit,1,0,16,8,0,21,2,2
deer,0,1,2,2,1,9,29,6
horse,0,5,0,19,0,6,0,20
