true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,28,3,13,2,0,4,0,0
dog,0,45,3,0,1,0,0,1
fox,15,2,5,16,2,9,0,1
bear,0,6,2,39,1,2,0,0
wolf,0,1,1,1,47,0,0,0
rabbit,0,1,3,1,0,36,2,7
deer,0,0,0,12,0,0,29,9
horse,0,0,4,1,0,0,0,45
