true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,37,2,10,0,0,1,0,0
dog,0,43,2,0,1,3,0,1
fox,4,2,9,4,5,17,7,2
bear,0,1,2,41,3,1,2,0
wolf,0,1,1,1,43,0,4,0
rabbit,1,0,7,0,0,42,0,0
deer,0,0,2,1,0,1,43,3
horse,0,0,8,0,0,0,0,42
