true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,19,8,13,1,2,1,6,0
dog,7,14,2,0,6,0,8,13
fox,0,8,4,11,2,9,14,2
bear,0,1,0,16,7,2,12,12
wolf,0,6,0,6,10,11,13,4
rabbit,2,5,0,12,5,13,13,0
deer,1,2,0,8,8,12,16,3
horse,1,10,0,0,15,3,2,19
