true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,34,13,1,1,1,0,0,0
dog,2,37,0,1,1,7,0,2
fox,4,6,14,3,2,16,3,2
bear,0,1,3,36,0,3,4,3
wolf,0,1,0,3,39,1,5,1
rabbit,1,4,0,1,0,43,0,1
deer,0,2,1,11,0,1,33,2
horse,0,1,1,0,0,2,2,44
