true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,16,4,2,5,0,12,0,11
dog,12,11,0,11,1,7,1,7
fox,2,2,11,6,7,9,4,9
bear,1,1,9,20,2,2,11,4
wolf,0,1,16,3,20,6,3,1
rabbit,11,3,5,3,0,23,3,2
deer,2,0,6,1,0,7,26,8
horse,11,10,4,10,1,7,0,7
