projection,layer_index,target_index,target_concept,official_mean,v1_mean,direct_mean,official_median,v1_median,direct_median,official_p95,v1_p95,direct_p95,official_max,v1_max,direct_max,official_contribution_frobenius,v1_contribution_frobenius,direct_contribution_frobenius,direct_to_official_contribution_ratio,direct_to_v1_contribution_ratio
to_v,2,4,orange,0.008059834518644494,0.05285656420298892,0.001240348031752563,0.008213826455175877,0.00041488654096610844,0.0003546793304849416,0.008213862776756287,0.38187469542026425,0.004890993726439769,0.008213862776756287,0.9999990463256836,0.029274215921759605,250.76838538571354,18410.15152239592,235.470968586753,0.9389978255216216,0.012790278684034888
to_v,2,5,lemon,0.007589828241907526,0.04405229728733957,0.0014351511421805874,0.007710285950452089,0.000631443748716265,0.00047406354860868305,0.007710319943726063,0.2883276149630543,0.005581536469981072,0.007710319943726063,1.0,0.04947495460510254,241.23929359495173,18906.25508461916,304.67963451067254,1.2629768143088627,0.016115282119436712
to_v,2,6,yawl,0.00760317942185793,0.044908361342413626,0.0011536795281734235,0.007723852060735226,0.0005523868894670159,0.00034580545616336167,0.007723878137767315,0.2383000724017609,0.004136786935850971,0.007723878137767315,1.0,0.04139257222414017,237.57721337949644,19100.726280399434,263.7587603197727,1.1102022646357708,0.013808834096032969
to_v,2,7,lifeboat,0.008280415256740526,0.042117911825698684,0.0013239623380423755,0.00845208391547203,0.0007006341475062072,0.0003866564657073468,0.008452113717794418,0.24423174038529327,0.005266274814493949,0.008452113717794418,1.0,0.04488281160593033,264.2750171916741,14053.496116212533,211.23333653052973,0.7992936251606629,0.015030661038632561
to_v,2,8,soccer ball,0.007351135199132841,0.05496684980912505,0.0013855298957361384,0.007455965504050255,0.0004700720019172877,0.0005254343268461525,0.007456005550920963,0.4129395261406895,0.0052821111166849715,0.007456005550920963,0.9999990463256836,0.03145848214626312,229.61360217277405,14315.114123861256,292.43832380596024,1.2736106268909686,0.020428640755193645
to_v,2,9,volleyball,0.00599987455207156,0.04774211898661633,0.0013317520684278578,0.006037588231265545,0.0005567723710555583,0.0004819931782549247,0.0060376315377652645,0.3473249793052671,0.005117565602995454,0.0060376315377652645,1.0,0.03480425104498863,186.63896718294646,14293.434031648041,313.13817950639975,1.677774926816096,0.02190783396159801
to_v,3,0,golden retriever,0.008074888853298035,0.056253768427961856,0.001223092008821257,0.008229165337979794,0.0004934499447699636,0.00047393387649208307,0.008229207247495651,0.4725444346666326,0.004970364738255734,0.008229207247495651,0.9999209046363831,0.019838789477944374,337.48520108257566,29595.073773649296,368.0619997517446,1.0906018947529716,0.012436596798736745
to_v,3,1,labrador retriever,0.00828336232516449,0.048488607390549984,0.001131845484531483,0.008455092087388039,0.0005414340121205896,0.00034845709160435945,0.008455121889710426,0.3405470013618468,0.004542246647179126,0.008455121889710426,0.9999990463256836,0.02899377979338169,346.27577686718627,26332.65956801863,338.3469632598746,0.977102603944622,0.012848947611459709
to_v,3,2,tabby,0.007347947988455417,0.04275177861929933,0.0013554540909060894,0.007452733349055052,0.0005552064394578338,0.00044286035699769855,0.007452772464603186,0.2298168160021302,0.004676719848066566,0.007452772464603186,0.9999942183494568,0.030852189287543297,308.268406851131,30990.55732270361,580.1924759511824,1.8821016460222892,0.01872158896368523
to_v,3,3,tiger cat,0.007588844334532041,0.04598096691390765,0.0012846889014993157,0.007709286641329527,0.0005983901501167566,0.0004848581593250856,0.007709320168942213,0.33004278689622873,0.004877826198935509,0.007709320168942213,1.0,0.035718537867069244,317.03594119148534,28894.623957119493,455.4845154578373,1.4366967787501763,0.015763642265557435
to_v,3,4,orange,0.007121296098193852,0.04701443305207249,0.0014067701530174088,0.0072114234790205956,0.0005122266011312604,0.00041177212551701814,0.00721145560964942,0.3221651881933211,0.005513371340930461,0.00721145560964942,0.9999942183494568,0.03244730085134506,296.4794010936579,30127.670244065503,555.0811897413097,1.8722420097103456,0.018424298501828185
to_v,3,5,lemon,0.0073577556562668175,0.044798438695511325,0.001611856347498699,0.007462684530764818,0.0006149104738142341,0.000502188311656937,0.00746271712705493,0.26128712892532185,0.006117343879304813,0.00746271712705493,0.9999990463256836,0.04479280859231949,313.7554956520538,31002.51969220807,628.0638250461016,2.001761989031762,0.02025847677161396
to_v,3,6,yawl,0.006578394696407486,0.04167099398450773,0.0014129009665445151,0.006640633102506399,0.0006750314496457577,0.0005186332273297012,0.0066406684927642345,0.2877704814076422,0.005401580967009066,0.0066406684927642345,1.0,0.04830542951822281,273.8131252153438,26469.288894237452,446.9400508603978,1.632281325115062,0.016885230753505422
to_v,3,7,lifeboat,0.00851490804052446,0.05011527610595294,0.0013383445357546605,0.00870532263070345,0.0005211239331401885,0.0004100463120266795,0.008705352433025837,0.41104079335927896,0.0057278494816273414,0.008705352433025837,0.9999980330467224,0.03241276741027832,367.84636179907204,23531.04291239402,300.32989135306116,0.8164547010447523,0.012763135593742621
to_v,3,8,soccer ball,0.008280415163608269,0.0585213352994856,0.0013552622668693837,0.00845208391547203,0.0004675185773521662,0.0005302433273755014,0.008452113717794418,0.4154257312416988,0.0050972522702067875,0.008452113717794418,0.9999885559082031,0.02476917766034603,338.6486619356666,27551.24564981109,443.5031375437516,1.3096261329034995,0.01609738968542036
to_v,3,9,volleyball,0.00828336190606933,0.060575616886171704,0.0012737908169593855,0.008455092087388039,0.0004197657108306885,0.0004842191265197471,0.008455121889710426,0.47133216559886854,0.004957274906337257,0.008455121889710426,0.9999971389770508,0.024931319057941437,350.6316185204158,24261.550847553153,306.0619514451648,0.8728874844107766,0.012615102528618118
to_v,4,0,golden retriever,0.007708837075188058,0.0690423744414744,0.0009354446919674887,0.007837432436645031,0.00034467846853658557,0.00039719669439364225,0.007837432436645031,0.5097300320863717,0.0033775616670027354,0.007837432436645031,0.9999980330467224,0.016528507694602013,324.7953521251745,20114.312752272217,182.62783050956466,0.5622858495806948,0.009079496414260242
to_v,4,1,labrador retriever,0.008169866618118249,0.06009153423898397,0.000837248810190945,0.008332625962793827,0.00044409533438738436,0.00032649967761244625,0.008332625962793827,0.47907978743314666,0.0032998844748362874,0.008332625962793827,1.0,0.023909464478492737,341.5192239057187,20581.524199888197,218.18124060300875,0.6388549321113496,0.010600830068950576
to_v,4,2,tabby,0.0074714066424348856,0.06647959191749919,0.0009144678130406372,0.0075839972123503685,0.0003763451531995088,0.0003954555722884834,0.0075839972123503685,0.5158043175935739,0.00336718156468123,0.0075839972123503685,0.9999990463256836,0.016485830768942833,313.7178547060024,20958.69807015355,201.12129468838629,0.6410897297409646,0.009596077676923795
to_v,4,3,tiger cat,0.008834417962498264,0.05900839533892395,0.0008825921404917128,0.009053701534867287,0.0004455601010704413,0.0003477860882412642,0.009053701534867287,0.4977165877819057,0.003526190586853771,0.009053701534867287,1.0,0.020017074421048164,371.51046238728577,19508.377644324108,229.50189020172493,0.6177535047787639,0.011764273502696812
