seed,m,ordered_prefix,mi_count,mi_mean,mi_std,mi_median,mi_p90,mi_p95,mi_p99,mi_min,mi_max,fraction_mi_numerically_at_ln2,alpha_mean,alpha_std,alpha_median,alpha_p90,alpha_p95,alpha_p99,alpha_min,alpha_max,fraction_alpha_equal_1
20260821,20,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano,24960,0.6931471790664662,1.3820451357560277e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999966018666,1.3820451357560277e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260821,30,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange,24960,0.6931471798879405,1.2122193152459382e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999974233409,1.2122193152459382e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260821,40,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza,24960,0.6931471805040462,1.0631032331929448e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999980394466,1.0631032331929448e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260821,50,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza|hotdog|cheeseburger|ice cream|burrito|mashed potato|traffic light|backpack|umbrella|bookcase|water bottle,24960,0.6931471807500109,9.963012348683442e-09,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999982854113,9.963012348683442e-09,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260822,1,tabby,24960,0.6850604528091095,0.06840485471666001,0.6931471228599548,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.0,0.6931471824645996,0.9858573717948718,0.988333328190791,0.09868734651411357,0.9999999403953552,1.0,1.0,1.0,0.0,1.0,0.9858573717948718
20260822,5,tabby|Labrador retriever|tiger|lion|African elephant,24960,0.6931471705484467,2.3838752696593232e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.999999988083847,2.3838752696593232e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260822,10,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike,24960,0.6931471765208512,1.7859441405058017e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999940562516,1.7859441405058017e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260822,20,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano,24960,0.6931471790640782,1.3825012905299378e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999965994786,1.3825012905299378e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260822,30,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange,24960,0.6931471798855525,1.2127555254860506e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999974209529,1.2127555254860506e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260822,40,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza,24960,0.6931471804968822,1.0649776104162579e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999980322826,1.0649776104162579e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260822,50,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza|hotdog|cheeseburger|ice cream|burrito|mashed potato|traffic light|backpack|umbrella|bookcase|water bottle,24960,0.6931471807428469,9.98318696705406e-09,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999982782473,9.98318696705406e-09,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260823,1,tabby,24960,0.685444342980806,0.06650947977688283,0.6931471228599548,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.0,0.6931471824645996,0.986338141025641,0.9888871646525028,0.09595289848106629,0.9999999403953552,1.0,1.0,1.0,0.0,1.0,0.986338141025641
20260823,5,tabby|Labrador retriever|tiger|lion|African elephant,24960,0.6931471705245666,2.3856651900238747e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.999999988059967,2.3856651900238747e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260823,10,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike,24960,0.6931471764969711,1.7891299877788638e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999940323715,1.7891299877788638e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260823,20,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano,24960,0.6931471790616902,1.3829572536094203e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999965970906,1.3829572536094203e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260823,30,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange,24960,0.6931471798855525,1.2127555254860506e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999974209529,1.2127555254860506e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260823,40,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza,24960,0.6931471805064342,1.062477598615106e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999980418346,1.062477598615106e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260823,50,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza|hotdog|cheeseburger|ice cream|burrito|mashed potato|traffic light|backpack|umbrella|bookcase|water bottle,24960,0.6931471807523989,9.95627724582619e-09,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999982877993,9.95627724582619e-09,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260824,1,tabby,24960,0.6847931127666902,0.06909040615371514,0.6931471228599548,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.0,0.6931471824645996,0.985176282051282,0.9879476380388951,0.09967638823612848,0.9999999403953552,1.0,1.0,1.0,0.0,1.0,0.985176282051282
20260824,5,tabby|Labrador retriever|tiger|lion|African elephant,24960,0.6931471705245666,2.3856651900238747e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.999999988059967,2.3856651900238747e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260824,10,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike,24960,0.6931471765089111,1.7875381726803217e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999940443115,1.7875381726803217e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260824,20,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano,24960,0.6931471790593022,1.3834130251840183e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999965947026,1.3834130251840183e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260824,30,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange,24960,0.6931471798807765,1.2138270944051028e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999974161768,1.2138270944051028e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260824,40,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza,24960,0.6931471804921061,1.0662250972078747e-08,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999980275065,1.0662250972078747e-08,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
20260824,50,tabby|Labrador retriever|tiger|lion|African elephant|sports car|convertible|school bus|airliner|mountain bike|minivan|pickup|motor scooter|folding chair|rocking chair|desk|dining table|table lamp|acoustic guitar|grand piano|violin|cornet|sax|cellular telephone|reflex camera|laptop|television|computer keyboard|Granny Smith|orange|banana|strawberry|broccoli|cauliflower|cowboy hat|running shoe|sweatshirt|jean|trench coat|pizza|hotdog|cheeseburger|ice cream|burrito|mashed potato|traffic light|backpack|umbrella|bookcase|water bottle,24960,0.6931471807404589,9.989901644209939e-09,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471824645996,0.6931471228599548,0.6931471824645996,1.0,0.9999999982758593,9.989901644209939e-09,1.0,1.0,1.0,1.0,0.9999999403953552,1.0,1.0
