representation,space_type,layer_id,layer_index,layer_name,clustering_method,concept,recall
fixed_suffix,W0,layer_03,3,unet.down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.62
fixed_suffix,W0,layer_03,3,unet.down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.4
fixed_suffix,W0,layer_03,3,unet.down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.64
fixed_suffix,W0,layer_03,3,unet.down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.78
fixed_suffix,W0,layer_03,3,unet.down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.66
fixed_suffix,W0,layer_03,3,unet.down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.76
fixed_suffix,W0,layer_03,3,unet.down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.68
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.54
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.98
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.34
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.9
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.88
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.62
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.84
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.94
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.64
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.96
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.58
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.98
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,0.84
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.88
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.8
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.86
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.58
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.96
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.4
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.78
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.88
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.94
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.82
eot,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.92
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.84
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.9
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.28
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.74
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.96
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.88
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.68
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.92
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.92
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.86
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.28
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.78
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,0.92
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.86
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.56
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.92
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.7
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.8
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.38
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.76
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.78
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.92
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.78
fixed_suffix,W0,layer_04,4,unet.down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.88
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.66
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.86
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.42
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.92
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.9
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.82
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.8
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.94
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.58
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.94
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.36
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.32
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,0.96
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.96
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.84
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.94
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.7
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.98
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.48
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.96
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.84
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.94
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.8
eot,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.9
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.74
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.92
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.3
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.86
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.8
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.46
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.82
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.86
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.68
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.84
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.22
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.88
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,0.84
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.5
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.76
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.96
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.7
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.94
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.16
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.82
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.74
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.52
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.78
fixed_suffix,W0,layer_05,5,unet.down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.96
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.84
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,1.0
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.26
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.88
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.88
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.72
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.7
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.94
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.62
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.92
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.36
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.96
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,0.94
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.82
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.68
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.94
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.82
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.98
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.16
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.58
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.9
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.88
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.62
eot,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.88
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.76
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.8
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.32
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.74
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.8
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.56
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.56
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.84
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.62
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.8
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.12
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.74
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,0.84
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.8
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.58
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.74
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.78
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.9
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.56
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.8
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.86
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.68
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.68
fixed_suffix,W0,layer_06,6,unet.up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.9
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.94
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.96
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.2
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.76
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.9
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.68
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.78
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.94
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.64
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.96
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.32
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.92
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,1.0
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.96
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.84
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.9
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.62
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,1.0
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.32
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.96
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.9
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.96
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.74
eot,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.94
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.74
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.86
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.18
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.82
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.86
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.84
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.86
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.84
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.62
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.68
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.12
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.8
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,wolf,0.82
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,rabbit,0.78
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,deer,0.54
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,horse,0.92
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,cat,0.66
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,dog,0.9
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,fox,0.3
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,bear,0.82
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,wolf,0.82
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,rabbit,0.94
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,deer,0.66
fixed_suffix,W0,layer_07,7,unet.up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,horse,0.88
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,cat,0.6
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,dog,0.98
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,fox,0.38
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,bear,0.92
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,wolf,0.94
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,rabbit,0.98
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,deer,0.82
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,horse,0.92
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_raw,cat,0.62
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_raw,dog,0.92
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_raw,fox,0.32
eot,W0,layer_08,8,unet.up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_raw,bear,0.94
