space_type,layer_id,layer_index,layer_name,normalization_stage,representation,concept,vector_type,count,vector_dimension,mean_norm,std_norm,min_norm,max_norm
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,bear,name,1,320,13.46484088897705,0.0,13.46484088897705,13.46484088897705
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,wolf,name,1,320,13.608528137207031,0.0,13.608528137207031,13.608528137207031
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,rabbit,name,1,320,14.003576278686523,0.0,14.003576278686523,14.003576278686523
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,deer,name,1,320,14.195243835449219,0.0,14.195243835449219,14.195243835449219
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,horse,name,1,320,14.613530158996582,0.0,14.613530158996582,14.613530158996582
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,cat,name,1,320,15.178190231323242,0.0,15.178190231323242,15.178190231323242
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,dog,name,1,320,15.312793731689453,0.0,15.312793731689453,15.312793731689453
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,fox,name,1,320,13.971759796142578,0.0,13.971759796142578,13.971759796142578
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,bear,name,1,320,12.683053970336914,0.0,12.683053970336914,12.683053970336914
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,wolf,name,1,320,12.593292236328125,0.0,12.593292236328125,12.593292236328125
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,rabbit,name,1,320,11.97175407409668,0.0,11.97175407409668,11.97175407409668
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,deer,name,1,320,13.837569236755371,0.0,13.837569236755371,13.837569236755371
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,horse,name,1,320,13.255377769470215,0.0,13.255377769470215,13.255377769470215
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,cat,name,1,320,12.866719245910645,0.0,12.866719245910645,12.866719245910645
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,dog,name,1,320,12.864686012268066,0.0,12.864686012268066,12.864686012268066
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,fox,name,1,320,12.980891227722168,0.0,12.980891227722168,12.980891227722168
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,bear,name,1,320,12.85401439666748,0.0,12.85401439666748,12.85401439666748
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,wolf,name,1,320,12.500422477722168,0.0,12.500422477722168,12.500422477722168
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,rabbit,name,1,320,12.258702278137207,0.0,12.258702278137207,12.258702278137207
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,deer,name,1,320,12.395197868347168,0.0,12.395197868347168,12.395197868347168
W0,layer_00,0,unet.down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,horse,name,1,320,12.529473304748535,0.0,12.529473304748535,12.529473304748535
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,cat,description,50,320,11.273537635803223,0.9339900016784668,9.186738014221191,12.930063247680664
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,dog,description,50,320,11.903624534606934,0.8692127466201782,10.018014907836914,13.614389419555664
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,fox,description,50,320,10.974478721618652,1.0281474590301514,8.93524169921875,13.309137344360352
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,bear,description,50,320,11.731634140014648,0.7854377031326294,10.171374320983887,13.770012855529785
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,wolf,description,50,320,11.754280090332031,0.8573918342590332,9.52542781829834,13.63815975189209
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,rabbit,description,50,320,11.167886734008789,0.9126936793327332,9.326339721679688,13.174359321594238
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,deer,description,50,320,11.512238502502441,1.0100823640823364,9.527640342712402,14.433785438537598
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,horse,description,50,320,11.977273941040039,0.8783352375030518,9.92475700378418,13.692940711975098
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,cat,description,50,320,9.401430130004883,0.4478563368320465,8.500812530517578,10.64684009552002
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,dog,description,50,320,9.382057189941406,0.31850430369377136,8.808300018310547,10.302760124206543
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,fox,description,50,320,9.208890914916992,0.24693071842193604,8.733614921569824,9.696308135986328
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,bear,description,50,320,9.024824142456055,0.27054256200790405,8.636754035949707,9.618409156799316
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,wolf,description,50,320,9.202141761779785,0.2952638566493988,8.536210060119629,9.915318489074707
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,rabbit,description,50,320,9.461655616760254,0.28240910172462463,8.799427032470703,10.00448989868164
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,deer,description,50,320,9.470266342163086,0.42412206530570984,8.736669540405273,10.941060066223145
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,fixed_suffix,horse,description,50,320,9.343579292297363,0.31442901492118835,8.794502258300781,10.121830940246582
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,cat,name,1,320,14.310709953308105,0.0,14.310709953308105,14.310709953308105
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,dog,name,1,320,12.406929969787598,0.0,12.406929969787598,12.406929969787598
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,fox,name,1,320,13.220754623413086,0.0,13.220754623413086,13.220754623413086
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,bear,name,1,320,13.67825984954834,0.0,13.67825984954834,13.67825984954834
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,wolf,name,1,320,12.912800788879395,0.0,12.912800788879395,12.912800788879395
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,rabbit,name,1,320,14.84154987335205,0.0,14.84154987335205,14.84154987335205
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,deer,name,1,320,13.415630340576172,0.0,13.415630340576172,13.415630340576172
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_last,horse,name,1,320,14.323732376098633,0.0,14.323732376098633,14.323732376098633
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,cat,name,1,320,10.290093421936035,0.0,10.290093421936035,10.290093421936035
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,dog,name,1,320,10.33815860748291,0.0,10.33815860748291,10.33815860748291
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,fox,name,1,320,9.678512573242188,0.0,9.678512573242188,9.678512573242188
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,bear,name,1,320,9.730477333068848,0.0,9.730477333068848,9.730477333068848
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,wolf,name,1,320,10.669618606567383,0.0,10.669618606567383,10.669618606567383
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,rabbit,name,1,320,10.369702339172363,0.0,10.369702339172363,10.369702339172363
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,deer,name,1,320,10.427946090698242,0.0,10.427946090698242,10.427946090698242
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_eot,horse,name,1,320,11.065690994262695,0.0,11.065690994262695,11.065690994262695
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,cat,name,1,320,10.287856101989746,0.0,10.287856101989746,10.287856101989746
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,dog,name,1,320,10.328511238098145,0.0,10.328511238098145,10.328511238098145
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,fox,name,1,320,10.522173881530762,0.0,10.522173881530762,10.522173881530762
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,bear,name,1,320,10.613004684448242,0.0,10.613004684448242,10.613004684448242
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,wolf,name,1,320,10.507777214050293,0.0,10.507777214050293,10.507777214050293
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,rabbit,name,1,320,9.697999000549316,0.0,9.697999000549316,9.697999000549316
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,deer,name,1,320,10.0882568359375,0.0,10.0882568359375,10.0882568359375
W0,layer_01,1,unet.down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,raw_before_row_l2,name_fixed,horse,name,1,320,10.06814193725586,0.0,10.06814193725586,10.06814193725586
W0,layer_02,2,unet.down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,cat,description,50,640,20.21373748779297,0.8753998279571533,17.940893173217773,22.438262939453125
W0,layer_02,2,unet.down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,dog,description,50,640,20.897628784179688,0.895961582660675,19.094249725341797,23.498428344726562
W0,layer_02,2,unet.down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,raw_before_row_l2,eot,fox,description,50,640,19.560184478759766,1.0228098630905151,17.316484451293945,21.70191764831543
