representation,space_type,layer_id,layer_index,layer_name,clustering_method,normalization,ari,nmi,matched_accuracy,silhouette,silhouette_metric,cluster_sizes,objective,inertia,iterations,converged,best_initialization,input_norm_min,input_norm_max,center_norm_min,center_norm_max,centers_normalized_during_fit,labels_available_to_fit
fixed_suffix,W0,layer_11,11,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.4573642878784462,0.5313130996242486,0.7,0.04634608328342438,euclidean,"[56, 73, 43, 65, 41, 47, 55, 20]",,20906.12109375,17,True,,20.184247970581055,23.692970275878906,20.273351653616317,21.07759024302696,False,False
fixed_suffix,W0,layer_11,11,unet.up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.36272362002249764,0.4694363700392959,0.625,0.04754157364368439,euclidean,"[48, 82, 65, 29, 19, 50, 36, 71]",,43.32817459106445,14,True,,0.9999999403953552,1.0,0.9398983328101066,0.953024126010356,False,False
eot,W0,layer_12,12,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.08753834297889058,0.17634190746192155,0.3,0.07073649764060974,cosine,"[44, 65, 38, 61, 42, 50, 50, 50]",364.1560481489247,,14,True,27.0,0.9999999403953552,1.0,0.9999999999999998,1.0,True,False
eot,W0,layer_12,12,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.09455113116949776,0.19691001369661462,0.295,0.04243467375636101,euclidean,"[51, 53, 59, 59, 41, 50, 47, 40]",,7852.546875,14,True,,8.540390968322754,12.779864311218262,8.98029910818366,10.266826080728928,False,False
eot,W0,layer_12,12,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.08542388052670012,0.18522689415151092,0.29,0.04218881204724312,euclidean,"[29, 49, 64, 82, 44, 43, 44, 45]",,68.4454116821289,10,True,,0.9999999403953552,1.0,0.8941439857873513,0.9153609488434373,False,False
fixed_suffix,W0,layer_12,12,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.048676397635388745,0.11622490464855763,0.25,0.0900750383734703,cosine,"[50, 48, 40, 54, 47, 62, 59, 40]",390.0213739821511,,14,True,46.0,0.9999999403953552,1.0,0.9999999999999999,1.0,True,False
fixed_suffix,W0,layer_12,12,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.05772688558720545,0.1312696023954553,0.295,0.05440475791692734,euclidean,"[38, 42, 51, 35, 66, 70, 46, 52]",,1782.452880859375,18,True,,8.590109825134277,10.970438957214355,8.774884731710538,9.574872791350892,False,False
fixed_suffix,W0,layer_12,12,unet.up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.05780651814810484,0.13638798289504994,0.285,0.05036550387740135,euclidean,"[30, 46, 48, 66, 44, 47, 65, 54]",,19.65060043334961,21,True,,0.9999999403953552,1.0,0.9730081312484443,0.9775941248014699,False,False
eot,W0,layer_13,13,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.09311537233795485,0.2025618040649068,0.31,0.07452188432216644,cosine,"[54, 73, 57, 35, 31, 41, 64, 45]",352.0864662214875,,17,True,13.0,0.9999999403953552,1.0,0.9999999999999999,1.0,True,False
eot,W0,layer_13,13,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.07247083447299885,0.16279828673061605,0.275,0.03932798281311989,euclidean,"[33, 35, 37, 56, 56, 52, 58, 73]",,14687.623046875,14,True,,10.092218399047852,15.283245086669922,10.362498525133153,11.878637799344203,False,False
eot,W0,layer_13,13,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.07538945262255252,0.1924638892549205,0.2775,0.04121804237365723,euclidean,"[51, 30, 84, 19, 55, 54, 53, 54]",,90.36402893066406,11,True,,0.9999999403953552,1.0,0.8582306955331852,0.8914312175819703,False,False
fixed_suffix,W0,layer_13,13,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.0882100866710123,0.17932958722652864,0.335,0.08387443423271179,cosine,"[52, 48, 65, 50, 32, 59, 47, 47]",388.2270450433505,,17,True,17.0,0.9999999403953552,1.0,0.9999999999999999,1.0,True,False
fixed_suffix,W0,layer_13,13,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.08554796151936345,0.17778035587352345,0.2975,0.04384797066450119,euclidean,"[40, 62, 59, 57, 45, 48, 49, 40]",,3369.2578125,14,True,,11.009244918823242,13.609838485717773,11.19862587288435,12.172141933376873,False,False
fixed_suffix,W0,layer_13,13,unet.up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.1058650622791799,0.20113086253552875,0.35,0.044455386698246,euclidean,"[49, 53, 38, 53, 54, 55, 33, 65]",,23.16592788696289,14,True,,0.9999999403953552,1.0,0.9681924919693679,0.9727990571753345,False,False
eot,W0,layer_14,14,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.10347197535252992,0.21217985940200385,0.315,0.08252386748790741,cosine,"[39, 77, 37, 38, 46, 41, 64, 58]",355.0008719983446,,27,True,24.0,0.9999999403953552,1.0,0.9999999999999999,1.0,True,False
eot,W0,layer_14,14,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.09234283993267081,0.19246523530278695,0.345,0.04202393442392349,euclidean,"[56, 44, 54, 38, 80, 49, 42, 37]",,13502.861328125,13,True,,10.05063533782959,15.273744583129883,9.736707984427104,11.979512228196324,False,False
eot,W0,layer_14,14,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.11477999733757234,0.2407545854027155,0.335,0.039908718317747116,euclidean,"[65, 43, 42, 70, 63, 48, 18, 51]",,85.21248626708984,11,True,,0.9999999403953552,1.0,0.865700680386261,0.9000369150660328,False,False
fixed_suffix,W0,layer_14,14,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.10694269633570021,0.21264340470946586,0.3525,0.1008429303765297,cosine,"[34, 69, 27, 51, 63, 44, 56, 56]",388.8016260801511,,18,True,19.0,0.9999999403953552,1.0,0.9999999999999999,1.0,True,False
fixed_suffix,W0,layer_14,14,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.13261359272098636,0.22688099616668256,0.3675,0.049674142152071,euclidean,"[49, 53, 47, 65, 47, 43, 46, 50]",,3173.62548828125,29,True,,10.91981315612793,13.498814582824707,11.170260552898254,11.802773088329957,False,False
fixed_suffix,W0,layer_14,14,unet.up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.1267031897682249,0.2407606523551554,0.365,0.052582159638404846,euclidean,"[28, 52, 56, 69, 52, 57, 51, 35]",,22.122024536132812,18,True,,0.9999999403953552,1.0,0.9688311953953188,0.9740199513503294,False,False
eot,W0,layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.5821360537972504,0.701683037261485,0.7425,0.08859105408191681,cosine,"[35, 45, 97, 52, 46, 26, 50, 49]",268.4139707614594,,19,True,1.0,0.9999999403953552,1.0,0.9999999999999999,1.0000000000000002,True,False
eot,W0,layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.5383178285824842,0.6132905844263681,0.7175,0.039126910269260406,euclidean,"[41, 61, 64, 51, 40, 54, 45, 44]",,351323.0625,14,True,,34.49582290649414,46.11121368408203,25.42664965655004,28.810968329883636,False,False
eot,W0,layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.6199272569828986,0.7075077803674288,0.79,0.0477914996445179,euclidean,"[36, 58, 61, 47, 50, 38, 44, 66]",,219.5099639892578,20,True,,0.9999999403953552,1.0,0.6406689619200159,0.7360088296480439,False,False
fixed_suffix,W0,layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,spherical_normalized,row_l2,0.6027373103821414,0.6652714761838454,0.7875,0.08202396333217621,cosine,"[60, 39, 44, 52, 46, 67, 35, 57]",372.3422743377288,,13,True,40.0,0.9999999403953552,1.0,0.9999999999999999,1.0,True,False
fixed_suffix,W0,layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_raw,none,0.5438993371583963,0.6477332731645812,0.7675,0.042225874960422516,euclidean,"[49, 39, 38, 49, 44, 44, 46, 91]",,62799.8984375,19,True,,31.67752456665039,36.52631759643555,31.629786808519352,32.321210671801715,False,False
fixed_suffix,W0,layer_15,15,unet.mid_block.attentions.0.transformer_blocks.0.attn2.to_v,euclidean_normalized,row_l2,0.614532948080903,0.690219479189924,0.795,0.043837256729602814,euclidean,"[41, 44, 37, 68, 53, 42, 49, 66]",,53.307193756103516,11,True,,0.9999999403953552,1.0,0.9253329641054365,0.9450367711726797,False,False
