pair,order,variant,stage,class,number_of_generated_samples,accuracy,seed_set_identifier,checkpoint_identifier
deer|dog,deer->dog,retain_previous_second,2,deer,200,0.005,cifar10_fixed_42_241,0ae27140bb397f9e5ca3aa5a3398eaacca98d9ac2ddd5444639e7efb584ccea6
deer|dog,deer->dog,retain_previous_second,2,dog,200,0.015,cifar10_fixed_42_241,0ae27140bb397f9e5ca3aa5a3398eaacca98d9ac2ddd5444639e7efb584ccea6
deer|dog,deer->dog,retain_previous_second,2,frog,200,1.0,cifar10_fixed_42_241,0ae27140bb397f9e5ca3aa5a3398eaacca98d9ac2ddd5444639e7efb584ccea6
deer|dog,deer->dog,retain_previous_second,2,horse,200,1.0,cifar10_fixed_42_241,0ae27140bb397f9e5ca3aa5a3398eaacca98d9ac2ddd5444639e7efb584ccea6
deer|dog,deer->dog,retain_previous_second,2,ship,200,1.0,cifar10_fixed_42_241,0ae27140bb397f9e5ca3aa5a3398eaacca98d9ac2ddd5444639e7efb584ccea6
deer|dog,deer->dog,retain_previous_second,2,truck,200,0.99,cifar10_fixed_42_241,0ae27140bb397f9e5ca3aa5a3398eaacca98d9ac2ddd5444639e7efb584ccea6
deer|dog,dog->deer,stage1,1,airplane,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,automobile,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,bird,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,cat,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,deer,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,dog,200,0.005,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,frog,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,horse,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,ship,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,stage1,1,truck,200,1.0,cifar10_fixed_42_241,72873b7609c7a735f16ba969c2f80c55b5d32b4ef571bb8856e0f79d05d9ff31
deer|dog,dog->deer,baseline_second,2,airplane,200,1.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,automobile,200,0.995,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,bird,200,1.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,cat,200,1.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,deer,200,0.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,dog,200,0.005,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,frog,200,1.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,horse,200,1.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,ship,200,1.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,baseline_second,2,truck,200,1.0,cifar10_fixed_42_241,98dbecca97bdab61045683b3b0fa204c5abf90f0e1e617d0cccc4eb9705e2c62
deer|dog,dog->deer,retain_previous_second,2,airplane,200,1.0,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,automobile,200,0.99,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,bird,200,1.0,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,cat,200,1.0,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,deer,200,0.0,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,dog,200,0.005,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,frog,200,1.0,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,horse,200,1.0,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,ship,200,1.0,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
deer|dog,dog->deer,retain_previous_second,2,truck,200,0.995,cifar10_fixed_42_241,524ecc536364be3d72001275f57989b51b3f24dd095d563d3c594879f6780961
frog|ship,frog->ship,stage1,1,airplane,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,automobile,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,bird,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,cat,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,deer,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,dog,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,frog,200,0.05,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,horse,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,ship,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,stage1,1,truck,200,1.0,cifar10_fixed_42_241,f093ec159e9da1c336bf518ccd398da1ddfbd5d5d7b83c0c09deb3590e39c9bd
frog|ship,frog->ship,baseline_second,2,airplane,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,automobile,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,bird,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,cat,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,deer,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,dog,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,frog,200,0.03,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,horse,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,ship,200,0.085,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,baseline_second,2,truck,200,1.0,cifar10_fixed_42_241,15557a0c858857bf00f37d9f5d88500bdac45e89bca823130f9943c7547fcd4a
frog|ship,frog->ship,retain_previous_second,2,airplane,200,1.0,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,automobile,200,0.995,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,bird,200,1.0,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,cat,200,1.0,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,deer,200,1.0,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,dog,200,1.0,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,frog,200,0.02,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,horse,200,1.0,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,ship,200,0.065,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,frog->ship,retain_previous_second,2,truck,200,0.995,cifar10_fixed_42_241,46aec89cb767b612f148922d9309453a5957608b17d7210bd98d5c3b4ff76414
frog|ship,ship->frog,stage1,1,airplane,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,automobile,200,0.995,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,bird,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,cat,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,deer,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,dog,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,frog,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,horse,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,ship,200,0.055,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,stage1,1,truck,200,1.0,cifar10_fixed_42_241,4945e6a89c209094400b63b6c88b1e8078f0468f4dd4fd3cabd93f7d7644a448
frog|ship,ship->frog,baseline_second,2,airplane,200,1.0,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,automobile,200,0.995,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,bird,200,1.0,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,cat,200,1.0,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,deer,200,1.0,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,dog,200,1.0,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,frog,200,0.055,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,horse,200,1.0,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,ship,200,0.06,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,baseline_second,2,truck,200,0.995,cifar10_fixed_42_241,3e81b1c9dd0a00e58fe8e06cf715ed37374ffbaa291f4d8060fdea2e46820741
frog|ship,ship->frog,retain_previous_second,2,airplane,200,1.0,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,automobile,200,0.995,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,bird,200,1.0,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,cat,200,1.0,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,deer,200,1.0,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,dog,200,1.0,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,frog,200,0.065,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,horse,200,1.0,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,ship,200,0.045,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
frog|ship,ship->frog,retain_previous_second,2,truck,200,1.0,cifar10_fixed_42_241,890f9f30b6f0fedc130477916e5ea6748d078858b6bb5745980bd006df9b3680
horse|truck,horse->truck,stage1,1,airplane,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,automobile,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,bird,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,cat,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,deer,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,dog,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,frog,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,horse,200,0.075,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,ship,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,stage1,1,truck,200,1.0,cifar10_fixed_42_241,6d9f4ba4d39c03ca66c431379a92c8552c310fa182c9c7cc58e7c128c65dcc18
horse|truck,horse->truck,baseline_second,2,airplane,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,automobile,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,bird,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,cat,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,deer,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,dog,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,frog,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,horse,200,0.055,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,ship,200,1.0,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,baseline_second,2,truck,200,0.05,cifar10_fixed_42_241,e38d8d6dbef1b399e908cc83fd52a2677e2735ca0875f8b230743be6a351b918
horse|truck,horse->truck,retain_previous_second,2,airplane,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,automobile,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,bird,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,cat,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,deer,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,dog,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,frog,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,horse,200,0.06,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,ship,200,1.0,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,horse->truck,retain_previous_second,2,truck,200,0.065,cifar10_fixed_42_241,b09d437e09f90bfb099fdbafb0e6a838dba7bf746c28dc6810b81a44c84b0617
horse|truck,truck->horse,stage1,1,airplane,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,automobile,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,bird,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,cat,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,deer,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,dog,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,frog,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,horse,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,ship,200,1.0,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,stage1,1,truck,200,0.075,cifar10_fixed_42_241,677f6627c5c18decaea2a36791c1ec61c7119ebc102809226f1775c71a8ccc8c
horse|truck,truck->horse,baseline_second,2,airplane,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,automobile,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,bird,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,cat,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,deer,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,dog,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,frog,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,horse,200,0.055,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,ship,200,1.0,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,baseline_second,2,truck,200,0.055,cifar10_fixed_42_241,e4f84165391ffe57d0009c77fa7e1095fa6f8f4dc5ad2859dfe153f88d6fc870
horse|truck,truck->horse,retain_previous_second,2,airplane,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,automobile,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,bird,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,cat,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,deer,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,dog,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,frog,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,horse,200,0.07,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,ship,200,1.0,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
horse|truck,truck->horse,retain_previous_second,2,truck,200,0.045,cifar10_fixed_42_241,a1362a265005189cd7365fe72119f07a349dbd28ee4322ab885134ec42adac55
