layer_id,layer_index,representation,concept,sample_index,candidate_id,leave_one_out_own_centroid_cosine_distance
layer_03,3,fixed_suffix,dog,17,slot_03__dog__r02__c082,0.05371577233878999
layer_03,3,fixed_suffix,dog,25,slot_04__dog__r01__c002,0.05379464952241331
layer_03,3,fixed_suffix,dog,33,slot_05__dog__r01__c002,0.06417483699812188
layer_03,3,fixed_suffix,dog,41,slot_06__dog__r01__c002,0.06054550781556989
layer_03,3,fixed_suffix,dog,49,slot_07__dog__r01__c001,0.04429999944653307
layer_03,3,fixed_suffix,dog,57,slot_08__dog__r01__c001,0.05627343415904518
layer_03,3,fixed_suffix,dog,65,slot_09__dog__r01__c004,0.05498967287264589
layer_03,3,fixed_suffix,dog,73,slot_10__dog__r01__c002,0.04859114100760875
layer_03,3,fixed_suffix,dog,81,slot_11__dog__r01__c002,0.08287137838007808
layer_03,3,fixed_suffix,dog,89,slot_12__dog__r02__c082,0.03499409618647131
layer_03,3,fixed_suffix,dog,97,slot_13__dog__r01__c002,0.0589526652732103
layer_03,3,fixed_suffix,dog,105,slot_14__dog__r01__c001,0.036760844423200156
layer_03,3,fixed_suffix,dog,113,slot_15__dog__r01__c003,0.048481554183919084
layer_03,3,fixed_suffix,dog,121,slot_16__dog__r01__c003,0.05374716245477906
layer_03,3,fixed_suffix,dog,129,slot_17__dog__r01__c004,0.06987621885749107
layer_03,3,fixed_suffix,dog,137,slot_18__dog__r01__c001,0.046884720855182915
layer_03,3,fixed_suffix,dog,145,slot_19__dog__r01__c001,0.059235623416132754
layer_03,3,fixed_suffix,dog,153,slot_20__dog__r01__c002,0.04481621212773235
layer_03,3,fixed_suffix,dog,161,slot_21__dog__r02__c082,0.037688534069550306
layer_03,3,fixed_suffix,dog,169,slot_22__dog__r01__c002,0.04074615326459319
layer_03,3,fixed_suffix,dog,177,slot_23__dog__r01__c002,0.0670044538226604
layer_03,3,fixed_suffix,dog,185,slot_24__dog__r01__c003,0.04507809668930374
layer_03,3,fixed_suffix,dog,193,slot_25__dog__r01__c003,0.03907775381456313
layer_03,3,fixed_suffix,dog,201,slot_26__dog__r01__c001,0.04274672728978346
layer_03,3,fixed_suffix,dog,209,slot_27__dog__r01__c001,0.05001050184739231
layer_03,3,fixed_suffix,dog,217,slot_28__dog__r01__c001,0.056213667465427775
layer_03,3,fixed_suffix,dog,225,slot_29__dog__r04__c241,0.05266170414775928
layer_03,3,fixed_suffix,dog,233,slot_30__dog__r05__c323,0.06332566504231085
layer_03,3,fixed_suffix,dog,241,slot_31__dog__r02__c082,0.06698761625448124
layer_03,3,fixed_suffix,dog,249,slot_32__dog__r01__c001,0.03573110637221477
layer_03,3,fixed_suffix,dog,257,slot_33__dog__r02__c081,0.06289407602507824
layer_03,3,fixed_suffix,dog,265,slot_34__dog__r03__c162,0.06026853044682534
layer_03,3,fixed_suffix,dog,273,slot_35__dog__r01__c002,0.04243355270010285
layer_03,3,fixed_suffix,dog,281,slot_36__dog__r01__c001,0.051309670889944314
layer_03,3,fixed_suffix,dog,289,slot_37__dog__r01__c002,0.06670493574087
layer_03,3,fixed_suffix,dog,297,slot_38__dog__r02__c082,0.039782833693272845
layer_03,3,fixed_suffix,dog,305,slot_39__dog__r03__c162,0.052344367543466275
layer_03,3,fixed_suffix,dog,313,slot_40__dog__r03__c162,0.05494649315939237
layer_03,3,fixed_suffix,dog,321,slot_41__dog__r02__c082,0.06280860668038502
layer_03,3,fixed_suffix,dog,329,slot_42__dog__r01__c001,0.048942813220503645
layer_03,3,fixed_suffix,dog,337,slot_43__dog__r01__c004,0.03545205129197915
layer_03,3,fixed_suffix,dog,345,slot_44__dog__r01__c004,0.04005047231743175
layer_03,3,fixed_suffix,dog,353,slot_45__dog__r01__c002,0.044513149551684617
layer_03,3,fixed_suffix,dog,361,slot_46__dog__r01__c003,0.05857145197076041
layer_03,3,fixed_suffix,dog,369,slot_47__dog__r01__c001,0.04904656386373463
layer_03,3,fixed_suffix,dog,377,slot_48__dog__r01__c002,0.057678140171643966
layer_03,3,fixed_suffix,dog,385,slot_49__dog__r01__c002,0.06284763339573529
layer_03,3,fixed_suffix,dog,393,slot_50__dog__r01__c002,0.04632377636577756
layer_03,3,fixed_suffix,fox,2,slot_01__fox__r02__c083,0.05307623756139446
layer_03,3,fixed_suffix,fox,10,slot_02__fox__r01__c005,0.07155126315090121
layer_03,3,fixed_suffix,fox,18,slot_03__fox__r02__c082,0.04946932738822918
layer_03,3,fixed_suffix,fox,26,slot_04__fox__r01__c002,0.048428173810090236
layer_03,3,fixed_suffix,fox,34,slot_05__fox__r02__c083,0.041537562259518324
layer_03,3,fixed_suffix,fox,42,slot_06__fox__r15__c1123,0.05154951662110363
layer_03,3,fixed_suffix,fox,50,slot_07__fox__r01__c001,0.05911603808273869
layer_03,3,fixed_suffix,fox,58,slot_08__fox__r11__c802,0.05216940467101072
layer_03,3,fixed_suffix,fox,66,slot_09__fox__r01__c002,0.055199097007806674
layer_03,3,fixed_suffix,fox,74,slot_10__fox__r01__c002,0.052454910402151556
layer_03,3,fixed_suffix,fox,82,slot_11__fox__r01__c001,0.05852696219899056
layer_03,3,fixed_suffix,fox,90,slot_12__fox__r02__c081,0.04900789261766181
layer_03,3,fixed_suffix,fox,98,slot_13__fox__r01__c002,0.040324055636813405
layer_03,3,fixed_suffix,fox,106,slot_14__fox__r01__c002,0.0453336859595328
layer_03,3,fixed_suffix,fox,114,slot_15__fox__r01__c001,0.06488418549581776
layer_03,3,fixed_suffix,fox,122,slot_16__fox__r04__c246,0.047916210373117885
layer_03,3,fixed_suffix,fox,130,slot_17__fox__r15__c1121,0.04897052627667353
layer_03,3,fixed_suffix,fox,138,slot_18__fox__r04__c243,0.06301641253710444
layer_03,3,fixed_suffix,fox,146,slot_19__fox__r02__c081,0.04006009854738146
layer_03,3,fixed_suffix,fox,154,slot_20__fox__r07__c484,0.06830480546498052
layer_03,3,fixed_suffix,fox,162,slot_21__fox__r01__c003,0.044808040516381986
layer_03,3,fixed_suffix,fox,170,slot_22__fox__r02__c081,0.041762753933961116
layer_03,3,fixed_suffix,fox,178,slot_23__fox__r04__c245,0.04354348626329929
layer_03,3,fixed_suffix,fox,186,slot_24__fox__r06__c404,0.035771043408530656
layer_03,3,fixed_suffix,fox,194,slot_25__fox__r05__c325,0.04472122272268586
layer_03,3,fixed_suffix,fox,202,slot_26__fox__r01__c002,0.045157483998205405
layer_03,3,fixed_suffix,fox,210,slot_27__fox__r05__c322,0.05986460024016127
layer_03,3,fixed_suffix,fox,218,slot_28__fox__r04__c247,0.0457501375141407
layer_03,3,fixed_suffix,fox,226,slot_29__fox__r01__c002,0.05138079863573419
layer_03,3,fixed_suffix,fox,234,slot_30__fox__r01__c002,0.044351909499264264
layer_03,3,fixed_suffix,fox,242,slot_31__fox__r04__c243,0.050119033088415366
layer_03,3,fixed_suffix,fox,250,slot_32__fox__r01__c002,0.047101902675108276
layer_03,3,fixed_suffix,fox,258,slot_33__fox__r01__c001,0.06121870049398814
layer_03,3,fixed_suffix,fox,266,slot_34__fox__r04__c246,0.03348415709214381
layer_03,3,fixed_suffix,fox,274,slot_35__fox__r04__c241,0.04997984970417302
layer_03,3,fixed_suffix,fox,282,slot_36__fox__r01__c002,0.04475934599543896
layer_03,3,fixed_suffix,fox,290,slot_37__fox__r05__c322,0.044121902747942476
layer_03,3,fixed_suffix,fox,298,slot_38__fox__r01__c002,0.047609612583439986
layer_03,3,fixed_suffix,fox,306,slot_39__fox__r01__c002,0.04379089920085921
layer_03,3,fixed_suffix,fox,314,slot_40__fox__r01__c001,0.05027176707411951
layer_03,3,fixed_suffix,fox,322,slot_41__fox__r03__c162,0.05538014682735848
layer_03,3,fixed_suffix,fox,330,slot_42__fox__r01__c001,0.061934648582812724
layer_03,3,fixed_suffix,fox,338,slot_43__fox__r01__c002,0.035596369134574424
layer_03,3,fixed_suffix,fox,346,slot_44__fox__r04__c242,0.037369539964686393
layer_03,3,fixed_suffix,fox,354,slot_45__fox__r04__c243,0.05137167636166495
layer_03,3,fixed_suffix,fox,362,slot_46__fox__r01__c002,0.045142268282500675
layer_03,3,fixed_suffix,fox,370,slot_47__fox__r05__c324,0.05604793788093676
layer_03,3,fixed_suffix,fox,378,slot_48__fox__r02__c083,0.047503057692671824
layer_03,3,fixed_suffix,fox,386,slot_49__fox__r04__c241,0.045968228755235874
layer_03,3,fixed_suffix,fox,394,slot_50__fox__r04__c245,0.039846870740161355
layer_03,3,fixed_suffix,bear,3,slot_01__bear__r04__c242,0.065304067854558
layer_03,3,fixed_suffix,bear,11,slot_02__bear__r01__c002,0.09088030609619635
layer_03,3,fixed_suffix,bear,19,slot_03__bear__r01__c002,0.08756289760994851
layer_03,3,fixed_suffix,bear,27,slot_04__bear__r01__c001,0.05721316262899201
layer_03,3,fixed_suffix,bear,35,slot_05__bear__r01__c001,0.06709155399080502
layer_03,3,fixed_suffix,bear,43,slot_06__bear__r04__c242,0.04674666480672929
layer_03,3,fixed_suffix,bear,51,slot_07__bear__r05__c325,0.06149543893368803
layer_03,3,fixed_suffix,bear,59,slot_08__bear__r04__c244,0.05652622721458611
layer_03,3,fixed_suffix,bear,67,slot_09__bear__r08__c569,0.05195893460904866
layer_03,3,fixed_suffix,bear,75,slot_10__bear__r09__c649,0.059120439968978866
layer_03,3,fixed_suffix,bear,83,slot_11__bear__r01__c004,0.0722551721296143
layer_03,3,fixed_suffix,bear,91,slot_12__bear__r02__c082,0.053696591383600056
layer_03,3,fixed_suffix,bear,99,slot_13__bear__r01__c004,0.037175898184717004
layer_03,3,fixed_suffix,bear,107,slot_14__bear__r04__c241,0.05922734428700993
layer_03,3,fixed_suffix,bear,115,slot_15__bear__r02__c081,0.05140522779449763
layer_03,3,fixed_suffix,bear,123,slot_16__bear__r01__c003,0.03919088420365635
layer_03,3,fixed_suffix,bear,131,slot_17__bear__r02__c081,0.05317194220336541
layer_03,3,fixed_suffix,bear,139,slot_18__bear__r02__c083,0.06283552529871717
layer_03,3,fixed_suffix,bear,147,slot_19__bear__r03__c162,0.047035955425454246
layer_03,3,fixed_suffix,bear,155,slot_20__bear__r02__c082,0.052573577907834235
layer_03,3,fixed_suffix,bear,163,slot_21__bear__r02__c081,0.054102801245752064
layer_03,3,fixed_suffix,bear,171,slot_22__bear__r01__c002,0.06270076998894203
layer_03,3,fixed_suffix,bear,179,slot_23__bear__r05__c326,0.04237856337724666
layer_03,3,fixed_suffix,bear,187,slot_24__bear__r01__c001,0.05009475555953191
layer_03,3,fixed_suffix,bear,195,slot_25__bear__r01__c002,0.056271884650571424
layer_03,3,fixed_suffix,bear,203,slot_26__bear__r01__c001,0.05280820541231879
layer_03,3,fixed_suffix,bear,211,slot_27__bear__r02__c082,0.05039587714428562
layer_03,3,fixed_suffix,bear,219,slot_28__bear__r01__c001,0.05062714263589485
layer_03,3,fixed_suffix,bear,227,slot_29__bear__r01__c004,0.06571111116849127
layer_03,3,fixed_suffix,bear,235,slot_30__bear__r02__c081,0.05185312973681466
layer_03,3,fixed_suffix,bear,243,slot_31__bear__r01__c002,0.05068449841849332
layer_03,3,fixed_suffix,bear,251,slot_32__bear__r01__c001,0.05829247566520668
layer_03,3,fixed_suffix,bear,259,slot_33__bear__r01__c001,0.05023821426350472
layer_03,3,fixed_suffix,bear,267,slot_34__bear__r01__c003,0.05829274035706611
layer_03,3,fixed_suffix,bear,275,slot_35__bear__r02__c085,0.06299272174189152
layer_03,3,fixed_suffix,bear,283,slot_36__bear__r01__c002,0.04517548531003335
layer_03,3,fixed_suffix,bear,291,slot_37__bear__r01__c001,0.07511351386922871
layer_03,3,fixed_suffix,bear,299,slot_38__bear__r04__c244,0.052532000069743234
layer_03,3,fixed_suffix,bear,307,slot_39__bear__r01__c002,0.04953864103213568
layer_03,3,fixed_suffix,bear,315,slot_40__bear__r01__c001,0.05258786563045559
layer_03,3,fixed_suffix,bear,323,slot_41__bear__r01__c003,0.046322748412973125
layer_03,3,fixed_suffix,bear,331,slot_42__bear__r01__c003,0.05409131311217785
layer_03,3,fixed_suffix,bear,339,slot_43__bear__r02__c083,0.06298625902965549
layer_03,3,fixed_suffix,bear,347,slot_44__bear__r04__c245,0.033566454580825966
layer_03,3,fixed_suffix,bear,355,slot_45__bear__r08__c580,0.06705488165059403
layer_03,3,fixed_suffix,bear,363,slot_46__bear__r01__c002,0.050768376088428546
layer_03,3,fixed_suffix,bear,371,slot_47__bear__r02__c081,0.03777981843246847
layer_03,3,fixed_suffix,bear,379,slot_48__bear__r01__c001,0.04298090534679655
layer_03,3,fixed_suffix,bear,387,slot_49__bear__r02__c082,0.05800614724508035
layer_03,3,fixed_suffix,bear,395,slot_50__bear__r07__c486,0.05444891558540432
layer_03,3,fixed_suffix,wolf,4,slot_01__wolf__r01__c002,0.06928232590155636
layer_03,3,fixed_suffix,wolf,12,slot_02__wolf__r01__c002,0.054685081280925196
layer_03,3,fixed_suffix,wolf,20,slot_03__wolf__r04__c242,0.05131729014352615
layer_03,3,fixed_suffix,wolf,28,slot_04__wolf__r01__c001,0.05883138444142866
layer_03,3,fixed_suffix,wolf,36,slot_05__wolf__r02__c082,0.06145680773285922
layer_03,3,fixed_suffix,wolf,44,slot_06__wolf__r01__c002,0.07411378690492931
layer_03,3,fixed_suffix,wolf,52,slot_07__wolf__r02__c082,0.047360845500819204
layer_03,3,fixed_suffix,wolf,60,slot_08__wolf__r04__c245,0.05324297435085179
layer_03,3,fixed_suffix,wolf,68,slot_09__wolf__r02__c081,0.05558580286662973
layer_03,3,fixed_suffix,wolf,76,slot_10__wolf__r04__c241,0.0472921335770643
layer_03,3,fixed_suffix,wolf,84,slot_11__wolf__r04__c242,0.039594034720489835
layer_03,3,fixed_suffix,wolf,92,slot_12__wolf__r04__c243,0.035977641495363644
layer_03,3,fixed_suffix,wolf,100,slot_13__wolf__r03__c161,0.03697060862168389
layer_03,3,fixed_suffix,wolf,108,slot_14__wolf__r04__c245,0.05169061829599941
layer_03,3,fixed_suffix,wolf,116,slot_15__wolf__r04__c246,0.06160339839757045
layer_03,3,fixed_suffix,wolf,124,slot_16__wolf__r05__c321,0.06836439826762031
layer_03,3,fixed_suffix,wolf,132,slot_17__wolf__r09__c643,0.04038189556080485
layer_03,3,fixed_suffix,wolf,140,slot_18__wolf__r04__c243,0.05832097136606229
layer_03,3,fixed_suffix,wolf,148,slot_19__wolf__r04__c243,0.04689860911473942
layer_03,3,fixed_suffix,wolf,156,slot_20__wolf__r04__c245,0.03785909387904374
layer_03,3,fixed_suffix,wolf,164,slot_21__wolf__r05__c321,0.0492155120446931
layer_03,3,fixed_suffix,wolf,172,slot_22__wolf__r04__c244,0.05385034745773254
layer_03,3,fixed_suffix,wolf,180,slot_23__wolf__r06__c402,0.0403417817157673
layer_03,3,fixed_suffix,wolf,188,slot_24__wolf__r04__c244,0.05052254574824089
layer_03,3,fixed_suffix,wolf,196,slot_25__wolf__r05__c323,0.04663552783039315
layer_03,3,fixed_suffix,wolf,204,slot_26__wolf__r03__c162,0.058859111552890475
layer_03,3,fixed_suffix,wolf,212,slot_27__wolf__r04__c244,0.055251520942478205
layer_03,3,fixed_suffix,wolf,220,slot_28__wolf__r04__c245,0.03637158216162595
layer_03,3,fixed_suffix,wolf,228,slot_29__wolf__r06__c404,0.054265954595094534
layer_03,3,fixed_suffix,wolf,236,slot_30__wolf__r08__c565,0.0383704128725072
layer_03,3,fixed_suffix,wolf,244,slot_31__wolf__r01__c002,0.06586907154998667
layer_03,3,fixed_suffix,wolf,252,slot_32__wolf__r01__c002,0.06301247338674798
layer_03,3,fixed_suffix,wolf,260,slot_33__wolf__r01__c001,0.050257176059050335
layer_03,3,fixed_suffix,wolf,268,slot_34__wolf__r01__c003,0.0417441813844015
layer_03,3,fixed_suffix,wolf,276,slot_35__wolf__r02__c082,0.03843312904007634
layer_03,3,fixed_suffix,wolf,284,slot_36__wolf__r01__c001,0.04794354892515473
layer_03,3,fixed_suffix,wolf,292,slot_37__wolf__r07__c485,0.039069496579416496
layer_03,3,fixed_suffix,wolf,300,slot_38__wolf__r04__c242,0.05738835893505079
layer_03,3,fixed_suffix,wolf,308,slot_39__wolf__r04__c243,0.04876864848421125
layer_03,3,fixed_suffix,wolf,316,slot_40__wolf__r04__c245,0.05400548591325105
layer_03,3,fixed_suffix,wolf,324,slot_41__wolf__r07__c485,0.051479218163108076
layer_03,3,fixed_suffix,wolf,332,slot_42__wolf__r04__c244,0.06280795727753574
layer_03,3,fixed_suffix,wolf,340,slot_43__wolf__r07__c485,0.05947301425667395
layer_03,3,fixed_suffix,wolf,348,slot_44__wolf__r03__c161,0.051943722912426216
layer_03,3,fixed_suffix,wolf,356,slot_45__wolf__r04__c245,0.045903956968254445
layer_03,3,fixed_suffix,wolf,364,slot_46__wolf__r04__c242,0.05850680207273318
layer_03,3,fixed_suffix,wolf,372,slot_47__wolf__r01__c001,0.03109554596667885
layer_03,3,fixed_suffix,wolf,380,slot_48__wolf__r01__c001,0.04349173556557684
layer_03,3,fixed_suffix,wolf,388,slot_49__wolf__r01__c003,0.050752184617329554
layer_03,3,fixed_suffix,wolf,396,slot_50__wolf__r04__c243,0.04798174892519047
layer_03,3,fixed_suffix,rabbit,5,slot_01__rabbit__r12__c881,0.04465089430527669
layer_03,3,fixed_suffix,rabbit,13,slot_02__rabbit__r12__c882,0.0685816080096393
layer_03,3,fixed_suffix,rabbit,21,slot_03__rabbit__r02__c082,0.05341899439060649
layer_03,3,fixed_suffix,rabbit,29,slot_04__rabbit__r04__c245,0.05872724118817896
layer_03,3,fixed_suffix,rabbit,37,slot_05__rabbit__r04__c243,0.04206693545889295
layer_03,3,fixed_suffix,rabbit,45,slot_06__rabbit__r01__c003,0.05032306289202082
layer_03,3,fixed_suffix,rabbit,53,slot_07__rabbit__r05__c324,0.053822308859240664
layer_03,3,fixed_suffix,rabbit,61,slot_08__rabbit__r02__c083,0.03227132188981896
layer_03,3,fixed_suffix,rabbit,69,slot_09__rabbit__r02__c085,0.03484694191865256
layer_03,3,fixed_suffix,rabbit,77,slot_10__rabbit__r02__c081,0.04196718659171683
layer_03,3,fixed_suffix,rabbit,85,slot_11__rabbit__r01__c002,0.05585768214351772
layer_03,3,fixed_suffix,rabbit,93,slot_12__rabbit__r04__c243,0.04573773374194845
layer_03,3,fixed_suffix,rabbit,101,slot_13__rabbit__r05__c321,0.04369508508536635
layer_03,3,fixed_suffix,rabbit,109,slot_14__rabbit__r01__c001,0.05651462898395465
layer_03,3,fixed_suffix,rabbit,117,slot_15__rabbit__r04__c243,0.03850277022356585
layer_03,3,fixed_suffix,rabbit,125,slot_16__rabbit__r02__c082,0.06205576534160362
layer_03,3,fixed_suffix,rabbit,133,slot_17__rabbit__r07__c482,0.052264808910155724
layer_03,3,fixed_suffix,rabbit,141,slot_18__rabbit__r01__c001,0.04006179157380396
layer_03,3,fixed_suffix,rabbit,149,slot_19__rabbit__r01__c003,0.0454141248329456
layer_03,3,fixed_suffix,rabbit,157,slot_20__rabbit__r04__c248,0.03883770247316409
layer_03,3,fixed_suffix,rabbit,165,slot_21__rabbit__r04__c244,0.06100442533890549
layer_03,3,fixed_suffix,rabbit,173,slot_22__rabbit__r05__c322,0.03370576541762782
layer_03,3,fixed_suffix,rabbit,181,slot_23__rabbit__r01__c002,0.04484058284576664
layer_03,3,fixed_suffix,rabbit,189,slot_24__rabbit__r01__c001,0.03819521717441121
layer_03,3,fixed_suffix,rabbit,197,slot_25__rabbit__r01__c001,0.049887928438981266
layer_03,3,fixed_suffix,rabbit,205,slot_26__rabbit__r01__c001,0.03404382077426438
layer_03,3,fixed_suffix,rabbit,213,slot_27__rabbit__r01__c003,0.041962589203699885
layer_03,3,fixed_suffix,rabbit,221,slot_28__rabbit__r01__c001,0.04851795711508866
layer_03,3,fixed_suffix,rabbit,229,slot_29__rabbit__r01__c003,0.03773585065734031
layer_03,3,fixed_suffix,rabbit,237,slot_30__rabbit__r03__c161,0.03675085732767924
layer_03,3,fixed_suffix,rabbit,245,slot_31__rabbit__r05__c321,0.06114294810475118
layer_03,3,fixed_suffix,rabbit,253,slot_32__rabbit__r01__c002,0.04647480217821276
layer_03,3,fixed_suffix,rabbit,261,slot_33__rabbit__r04__c245,0.050417135629680754
layer_03,3,fixed_suffix,rabbit,269,slot_34__rabbit__r01__c001,0.03517654866247033
layer_03,3,fixed_suffix,rabbit,277,slot_35__rabbit__r02__c082,0.046072159202634855
layer_03,3,fixed_suffix,rabbit,285,slot_36__rabbit__r01__c002,0.05922933735512115
layer_03,3,fixed_suffix,rabbit,293,slot_37__rabbit__r08__c564,0.07405349362043201
layer_03,3,fixed_suffix,rabbit,301,slot_38__rabbit__r05__c322,0.041753102844430345
layer_03,3,fixed_suffix,rabbit,309,slot_39__rabbit__r02__c082,0.05522960934153742
layer_03,3,fixed_suffix,rabbit,317,slot_40__rabbit__r03__c163,0.05041369717943189
layer_03,3,fixed_suffix,rabbit,325,slot_41__rabbit__r01__c001,0.04223069535332924
layer_03,3,fixed_suffix,rabbit,333,slot_42__rabbit__r01__c002,0.053374123090430325
layer_03,3,fixed_suffix,rabbit,341,slot_43__rabbit__r01__c001,0.039810044500706576
layer_03,3,fixed_suffix,rabbit,349,slot_44__rabbit__r07__c484,0.038981280195170886
layer_03,3,fixed_suffix,rabbit,357,slot_45__rabbit__r01__c001,0.04236071392559593
layer_03,3,fixed_suffix,rabbit,365,slot_46__rabbit__r03__c161,0.06938645152842027
layer_03,3,fixed_suffix,rabbit,373,slot_47__rabbit__r01__c001,0.056277116673781435
layer_03,3,fixed_suffix,rabbit,381,slot_48__rabbit__r01__c003,0.03362216341821889
layer_03,3,fixed_suffix,rabbit,389,slot_49__rabbit__r04__c245,0.05240770574681286
layer_03,3,fixed_suffix,rabbit,397,slot_50__rabbit__r05__c326,0.04240395240578443
layer_03,3,fixed_suffix,deer,6,slot_01__deer__r07__c483,0.048087292147554805
layer_03,3,fixed_suffix,deer,14,slot_02__deer__r02__c081,0.038471199446211024
layer_03,3,fixed_suffix,deer,22,slot_03__deer__r01__c003,0.04018233834721485
layer_03,3,fixed_suffix,deer,30,slot_04__deer__r01__c001,0.05008338504093768
layer_03,3,fixed_suffix,deer,38,slot_05__deer__r04__c244,0.05034544675807917
layer_03,3,fixed_suffix,deer,46,slot_06__deer__r01__c005,0.04642173737692423
layer_03,3,fixed_suffix,deer,54,slot_07__deer__r01__c004,0.05250728327097187
layer_03,3,fixed_suffix,deer,62,slot_08__deer__r01__c002,0.05618580365426762
layer_03,3,fixed_suffix,deer,70,slot_09__deer__r01__c001,0.05175678144885254
layer_03,3,fixed_suffix,deer,78,slot_10__deer__r01__c002,0.033978118710445204
layer_03,3,fixed_suffix,deer,86,slot_11__deer__r01__c001,0.04367758834517932
layer_03,3,fixed_suffix,deer,94,slot_12__deer__r02__c081,0.0309545658166821
layer_03,3,fixed_suffix,deer,102,slot_13__deer__r01__c002,0.03211106388800222
layer_03,3,fixed_suffix,deer,110,slot_14__deer__r01__c001,0.04115544176030084
layer_03,3,fixed_suffix,deer,118,slot_15__deer__r01__c003,0.06248972844133527
layer_03,3,fixed_suffix,deer,126,slot_16__deer__r01__c004,0.04298609514198248
layer_03,3,fixed_suffix,deer,134,slot_17__deer__r04__c241,0.03823781998255993
layer_03,3,fixed_suffix,deer,142,slot_18__deer__r01__c001,0.03970810534514424
layer_03,3,fixed_suffix,deer,150,slot_19__deer__r01__c002,0.044326689986994516
layer_03,3,fixed_suffix,deer,158,slot_20__deer__r01__c001,0.041707677273740806
layer_03,3,fixed_suffix,deer,166,slot_21__deer__r01__c002,0.04077365887297146
layer_03,3,fixed_suffix,deer,174,slot_22__deer__r02__c081,0.04298744606328997
layer_03,3,fixed_suffix,deer,182,slot_23__deer__r01__c002,0.027538183105752845
layer_03,3,fixed_suffix,deer,190,slot_24__deer__r01__c004,0.03946885399512534
layer_03,3,fixed_suffix,deer,198,slot_25__deer__r03__c161,0.05007926562397047
layer_03,3,fixed_suffix,deer,206,slot_26__deer__r02__c081,0.05320884255306679
layer_03,3,fixed_suffix,deer,214,slot_27__deer__r04__c242,0.03825504234529764
layer_03,3,fixed_suffix,deer,222,slot_28__deer__r04__c243,0.052276945891981064
layer_03,3,fixed_suffix,deer,230,slot_29__deer__r01__c004,0.037382319750366655
layer_03,3,fixed_suffix,deer,238,slot_30__deer__r02__c082,0.049882984596402724
layer_03,3,fixed_suffix,deer,246,slot_31__deer__r01__c003,0.03924111089380211
layer_03,3,fixed_suffix,deer,254,slot_32__deer__r01__c003,0.03663499159381123
layer_03,3,fixed_suffix,deer,262,slot_33__deer__r01__c002,0.06130459987757475
layer_03,3,fixed_suffix,deer,270,slot_34__deer__r04__c245,0.0366238993355158
layer_03,3,fixed_suffix,deer,278,slot_35__deer__r03__c163,0.048992647357890995
layer_03,3,fixed_suffix,deer,286,slot_36__deer__r03__c161,0.07884774394400296
layer_03,3,fixed_suffix,deer,294,slot_37__deer__r01__c002,0.06527289163446093
layer_03,3,fixed_suffix,deer,302,slot_38__deer__r04__c243,0.0367341462593308
layer_03,3,fixed_suffix,deer,310,slot_39__deer__r03__c162,0.04676410773290873
layer_03,3,fixed_suffix,deer,318,slot_40__deer__r01__c001,0.04713471054841567
layer_03,3,fixed_suffix,deer,326,slot_41__deer__r02__c082,0.04673203353745192
layer_03,3,fixed_suffix,deer,334,slot_42__deer__r01__c002,0.08046671675720563
layer_03,3,fixed_suffix,deer,342,slot_43__deer__r02__c081,0.03179890710464517
layer_03,3,fixed_suffix,deer,350,slot_44__deer__r01__c001,0.03306675159027728
layer_03,3,fixed_suffix,deer,358,slot_45__deer__r01__c006,0.050250365412286
layer_03,3,fixed_suffix,deer,366,slot_46__deer__r01__c001,0.0674204396125514
layer_03,3,fixed_suffix,deer,374,slot_47__deer__r01__c002,0.03841137309998821
layer_03,3,fixed_suffix,deer,382,slot_48__deer__r04__c245,0.02794637632539132
layer_03,3,fixed_suffix,deer,390,slot_49__deer__r03__c162,0.06204390846060015
layer_03,3,fixed_suffix,deer,398,slot_50__deer__r01__c003,0.03287651953687254
layer_03,3,fixed_suffix,horse,7,slot_01__horse__r01__c002,0.04631465965919335
layer_03,3,fixed_suffix,horse,15,slot_02__horse__r01__c002,0.06837292244862625
layer_03,3,fixed_suffix,horse,23,slot_03__horse__r01__c004,0.053679293429661934
layer_03,3,fixed_suffix,horse,31,slot_04__horse__r03__c161,0.05046167311026395
layer_03,3,fixed_suffix,horse,39,slot_05__horse__r01__c002,0.05635168844924798
layer_03,3,fixed_suffix,horse,47,slot_06__horse__r01__c002,0.04398350050184863
layer_03,3,fixed_suffix,horse,55,slot_07__horse__r01__c004,0.049528967261444956
layer_03,3,fixed_suffix,horse,63,slot_08__horse__r01__c003,0.03776303192624042
layer_03,3,fixed_suffix,horse,71,slot_09__horse__r01__c001,0.05341304246455647
layer_03,3,fixed_suffix,horse,79,slot_10__horse__r01__c002,0.03709309848192821
layer_03,3,fixed_suffix,horse,87,slot_11__horse__r01__c002,0.04453296407189722
layer_03,3,fixed_suffix,horse,95,slot_12__horse__r01__c002,0.052903135964178505
layer_03,3,fixed_suffix,horse,103,slot_13__horse__r01__c002,0.05051387694010656
layer_03,3,fixed_suffix,horse,111,slot_14__horse__r01__c003,0.04181057821033907
layer_03,3,fixed_suffix,horse,119,slot_15__horse__r01__c002,0.03637148218780728
layer_03,3,fixed_suffix,horse,127,slot_16__horse__r01__c001,0.04488849271681683
layer_03,3,fixed_suffix,horse,135,slot_17__horse__r05__c326,0.03939023376944084
layer_03,3,fixed_suffix,horse,143,slot_18__horse__r01__c002,0.04709596984280062
layer_03,3,fixed_suffix,horse,151,slot_19__horse__r01__c003,0.043263949751166764
