order,condition,step,current_batch_targets_json,current_batch_individual_raw_accuracies_json,current_batch_mean_raw_accuracy,current_batch_median_raw_accuracy,current_batch_maximum_raw_accuracy,number_of_historical_targets,historical_individual_raw_accuracies_json,mean_historical_target_raw_accuracy,median_historical_target_raw_accuracy,maximum_historical_target_raw_accuracy,retain_set_gcd_accuracy,target_sample_count,retain_sample_count,retain_face_detected_count,checkpoint_id
order_a,retain_history,1,"[""Adam Driver"", ""Adriana Lima"", ""Amber Heard"", ""Amy Adams"", ""Andrew Garfield"", ""Angelina Jolie"", ""Anjelica Huston"", ""Anna Faris"", ""Anna Kendrick"", ""Anne Hathaway""]","{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.2, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0}",0.02,0.0,0.2,0,{},,,,0.9468302658486708,50,500,489,935eefa5a1a0965e5e5113ade4536235d3394007f9fb4003a999b63098dbc4f4
order_a,retain_history,2,"[""Arnold Schwarzenegger"", ""Barack Obama"", ""Beth Behrs"", ""Bill Clinton"", ""Bob Dylan"", ""Bob Marley"", ""Bradley Cooper"", ""Bruce Willis"", ""Bryan Cranston"", ""Cameron Diaz""]","{""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0}",0.0,0.0,0.0,10,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.2, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0}",0.02,0.0,0.2,0.9451219512195121,100,500,492,a145b2593095af7e332d578bac0aa7e8339adf0f19327d8743b4d2f66290551c
order_a,retain_history,3,"[""Channing Tatum"", ""Charlie Sheen"", ""Charlize Theron"", ""Chris Evans"", ""Chris Hemsworth"", ""Chris Pine"", ""Chuck Norris"", ""Courteney Cox"", ""Demi Lovato"", ""Drake""]","{""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 1.0, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0}",0.1,0.0,1.0,20,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.4, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0}",0.02,0.0,0.4,0.906832298136646,150,500,483,2d2c487a98a08137028c22038207cbbca6795458229af3c7ad111e854221e38c
order_a,retain_history,4,"[""Drew Barrymore"", ""Dwayne Johnson"", ""Ed Sheeran"", ""Elon Musk"", ""Elvis Presley"", ""Emma Stone"", ""Frida Kahlo"", ""George Clooney"", ""Glenn Close"", ""Gwyneth Paltrow""]","{""Drew Barrymore"": 0.0, ""Dwayne Johnson"": 0.0, ""Ed Sheeran"": 0.0, ""Elon Musk"": 0.0, ""Elvis Presley"": 0.4, ""Emma Stone"": 0.0, ""Frida Kahlo"": 0.0, ""George Clooney"": 0.0, ""Glenn Close"": 0.0, ""Gwyneth Paltrow"": 0.0}",0.04,0.0,0.4,30,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.25, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0, ""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 1.0, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0}",0.041666666666666664,0.0,1.0,0.9125,200,500,480,9ef79f475772af8215f2b200257d546646dd1f67aab8266f9024618c2dba2e4a
order_a,retain_history,5,"[""Harrison Ford"", ""Hillary Clinton"", ""Hugh Jackman"", ""Idris Elba"", ""Jake Gyllenhaal"", ""James Franco"", ""Jared Leto"", ""Jason Momoa"", ""Jennifer Aniston"", ""Jennifer Lawrence""]","{""Harrison Ford"": 0.0, ""Hillary Clinton"": 0.0, ""Hugh Jackman"": 0.0, ""Idris Elba"": 0.0, ""Jake Gyllenhaal"": 0.6, ""James Franco"": 0.0, ""Jared Leto"": 0.0, ""Jason Momoa"": 0.0, ""Jennifer Aniston"": 0.0, ""Jennifer Lawrence"": 0.0}",0.06,0.0,0.6,40,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.0, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0, ""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 1.0, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0, ""Drew Barrymore"": 0.0, ""Dwayne Johnson"": 0.0, ""Ed Sheeran"": 0.0, ""Elon Musk"": 0.0, ""Elvis Presley"": 0.2, ""Emma Stone"": 0.0, ""Frida Kahlo"": 0.0, ""George Clooney"": 0.0, ""Glenn Close"": 0.0, ""Gwyneth Paltrow"": 0.0}",0.03,0.0,1.0,0.9161425576519916,250,500,477,a7e3cd2e8495697643fa6fb1b8d80e0800da6be1080392b020ab58a991034819
order_a,retain_history,6,"[""Jennifer Lopez"", ""Jeremy Renner"", ""Jessica Biel"", ""Jessica Chastain"", ""John Oliver"", ""John Wayne"", ""Johnny Depp"", ""Julianne Hough"", ""Justin Timberlake"", ""Kate Bosworth""]","{""Jennifer Lopez"": 0.0, ""Jeremy Renner"": 0.0, ""Jessica Biel"": 0.0, ""Jessica Chastain"": 0.0, ""John Oliver"": 0.0, ""John Wayne"": 0.0, ""Johnny Depp"": 0.0, ""Julianne Hough"": 0.0, ""Justin Timberlake"": 0.0, ""Kate Bosworth"": 0.0}",0.0,0.0,0.0,50,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.0, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0, ""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 1.0, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0, ""Drew Barrymore"": 0.0, ""Dwayne Johnson"": 0.0, ""Ed Sheeran"": 0.0, ""Elon Musk"": 0.0, ""Elvis Presley"": 0.2, ""Emma Stone"": 0.0, ""Frida Kahlo"": 0.0, ""George Clooney"": 0.0, ""Glenn Close"": 0.0, ""Gwyneth Paltrow"": 0.0, ""Harrison Ford"": 0.0, ""Hillary Clinton"": 0.0, ""Hugh Jackman"": 0.0, ""Idris Elba"": 0.0, ""Jake Gyllenhaal"": 0.6, ""James Franco"": 0.0, ""Jared Leto"": 0.0, ""Jason Momoa"": 0.0, ""Jennifer Aniston"": 0.0, ""Jennifer Lawrence"": 0.0}",0.036000000000000004,0.0,1.0,0.9008264462809917,300,500,484,644e570af59fdf797052ab48aee327cefe3eb4c260a25006b244472d5ba069a3
order_a,retain_history,7,"[""Kate Winslet"", ""Leonardo Dicaprio"", ""Margot Robbie"", ""Mariah Carey"", ""Melania Trump"", ""Meryl Streep"", ""Mick Jagger"", ""Mila Kunis"", ""Milla Jovovich"", ""Morgan Freeman""]","{""Kate Winslet"": 0.0, ""Leonardo Dicaprio"": 0.0, ""Margot Robbie"": 0.0, ""Mariah Carey"": 0.0, ""Melania Trump"": 0.0, ""Meryl Streep"": 0.0, ""Mick Jagger"": 0.0, ""Mila Kunis"": 0.2, ""Milla Jovovich"": 0.0, ""Morgan Freeman"": 0.0}",0.02,0.0,0.2,60,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.0, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0, ""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 1.0, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0, ""Drew Barrymore"": 0.0, ""Dwayne Johnson"": 0.0, ""Ed Sheeran"": 0.0, ""Elon Musk"": 0.0, ""Elvis Presley"": 0.2, ""Emma Stone"": 0.0, ""Frida Kahlo"": 0.0, ""George Clooney"": 0.0, ""Glenn Close"": 0.0, ""Gwyneth Paltrow"": 0.0, ""Harrison Ford"": 0.0, ""Hillary Clinton"": 0.0, ""Hugh Jackman"": 0.0, ""Idris Elba"": 0.0, ""Jake Gyllenhaal"": 0.8, ""James Franco"": 0.0, ""Jared Leto"": 0.0, ""Jason Momoa"": 0.0, ""Jennifer Aniston"": 0.0, ""Jennifer Lawrence"": 0.0, ""Jennifer Lopez"": 0.0, ""Jeremy Renner"": 0.0, ""Jessica Biel"": 0.0, ""Jessica Chastain"": 0.0, ""John Oliver"": 0.0, ""John Wayne"": 0.0, ""Johnny Depp"": 0.0, ""Julianne Hough"": 0.0, ""Justin Timberlake"": 0.0, ""Kate Bosworth"": 0.0}",0.03333333333333333,0.0,1.0,0.9145833333333333,350,500,480,1b5459fc295a1a9f0cf08698c811bea1624b6ae5e3d48cc285168db690b5836d
order_a,retain_history,8,"[""Nick Jonas"", ""Nicolas Cage"", ""Nicole Kidman"", ""Octavia Spencer"", ""Olivia Wilde"", ""Oprah Winfrey"", ""Paul Mccartney"", ""Paul Walker"", ""Peter Dinklage"", ""Philip Seymour Hoffman""]","{""Nick Jonas"": 0.0, ""Nicolas Cage"": 0.0, ""Nicole Kidman"": 0.0, ""Octavia Spencer"": 0.0, ""Olivia Wilde"": 0.0, ""Oprah Winfrey"": 0.0, ""Paul Mccartney"": 0.0, ""Paul Walker"": 0.0, ""Peter Dinklage"": 0.0, ""Philip Seymour Hoffman"": 0.0}",0.0,0.0,0.0,70,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.2, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0, ""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 0.75, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0, ""Drew Barrymore"": 0.0, ""Dwayne Johnson"": 0.0, ""Ed Sheeran"": 0.0, ""Elon Musk"": 0.0, ""Elvis Presley"": 0.4, ""Emma Stone"": 0.0, ""Frida Kahlo"": 0.0, ""George Clooney"": 0.0, ""Glenn Close"": 0.0, ""Gwyneth Paltrow"": 0.0, ""Harrison Ford"": 0.0, ""Hillary Clinton"": 0.0, ""Hugh Jackman"": 0.0, ""Idris Elba"": 0.0, ""Jake Gyllenhaal"": 0.6, ""James Franco"": 0.0, ""Jared Leto"": 0.0, ""Jason Momoa"": 0.0, ""Jennifer Aniston"": 0.0, ""Jennifer Lawrence"": 0.0, ""Jennifer Lopez"": 0.0, ""Jeremy Renner"": 0.0, ""Jessica Biel"": 0.0, ""Jessica Chastain"": 0.0, ""John Oliver"": 0.0, ""John Wayne"": 0.0, ""Johnny Depp"": 0.0, ""Julianne Hough"": 0.0, ""Justin Timberlake"": 0.0, ""Kate Bosworth"": 0.0, ""Kate Winslet"": 0.0, ""Leonardo Dicaprio"": 0.0, ""Margot Robbie"": 0.0, ""Mariah Carey"": 0.0, ""Melania Trump"": 0.0, ""Meryl Streep"": 0.0, ""Mick Jagger"": 0.0, ""Mila Kunis"": 0.0, ""Milla Jovovich"": 0.0, ""Morgan Freeman"": 0.0}",0.027857142857142858,0.0,0.75,0.8985200845665962,400,500,473,d24f2835a5553c94383864ebe247da219360d4ffb91e35c2b7d07167d2802006
order_a,retain_history,9,"[""Reese Witherspoon"", ""Richard Gere"", ""Ricky Gervais"", ""Rihanna"", ""Robin Williams"", ""Ronald Reagan"", ""Ryan Gosling"", ""Ryan Reynolds"", ""Shia Labeouf"", ""Shirley Temple""]","{""Reese Witherspoon"": 0.0, ""Richard Gere"": 0.0, ""Ricky Gervais"": 0.0, ""Rihanna"": 0.0, ""Robin Williams"": 0.0, ""Ronald Reagan"": 0.0, ""Ryan Gosling"": 0.0, ""Ryan Reynolds"": 0.0, ""Shia Labeouf"": 0.0, ""Shirley Temple"": 0.0}",0.0,0.0,0.0,80,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.0, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0, ""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 0.2, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0, ""Drew Barrymore"": 0.0, ""Dwayne Johnson"": 0.0, ""Ed Sheeran"": 0.0, ""Elon Musk"": 0.0, ""Elvis Presley"": 0.6, ""Emma Stone"": 0.0, ""Frida Kahlo"": 0.0, ""George Clooney"": 0.0, ""Glenn Close"": 0.0, ""Gwyneth Paltrow"": 0.0, ""Harrison Ford"": 0.0, ""Hillary Clinton"": 0.0, ""Hugh Jackman"": 0.0, ""Idris Elba"": 0.0, ""Jake Gyllenhaal"": 0.6, ""James Franco"": 0.0, ""Jared Leto"": 0.0, ""Jason Momoa"": 0.0, ""Jennifer Aniston"": 0.0, ""Jennifer Lawrence"": 0.0, ""Jennifer Lopez"": 0.0, ""Jeremy Renner"": 0.0, ""Jessica Biel"": 0.0, ""Jessica Chastain"": 0.0, ""John Oliver"": 0.0, ""John Wayne"": 0.0, ""Johnny Depp"": 0.0, ""Julianne Hough"": 0.0, ""Justin Timberlake"": 0.0, ""Kate Bosworth"": 0.0, ""Kate Winslet"": 0.0, ""Leonardo Dicaprio"": 0.0, ""Margot Robbie"": 0.2, ""Mariah Carey"": 0.0, ""Melania Trump"": 0.0, ""Meryl Streep"": 0.0, ""Mick Jagger"": 0.0, ""Mila Kunis"": 0.0, ""Milla Jovovich"": 0.0, ""Morgan Freeman"": 0.0, ""Nick Jonas"": 0.0, ""Nicolas Cage"": 0.0, ""Nicole Kidman"": 0.0, ""Octavia Spencer"": 0.0, ""Olivia Wilde"": 0.0, ""Oprah Winfrey"": 0.0, ""Paul Mccartney"": 0.0, ""Paul Walker"": 0.0, ""Peter Dinklage"": 0.0, ""Philip Seymour Hoffman"": 0.0}",0.02,0.0,0.6,0.8789144050104384,450,500,479,2d8cde5885edb4e0e4831ed115c48c5e3f414d6ad4df0d9239707eacb08b3298
order_a,retain_history,10,"[""Spike Lee"", ""Stan Lee"", ""Theresa May"", ""Tom Cruise"", ""Tom Hanks"", ""Tom Hardy"", ""Tom Hiddleston"", ""Whoopi Goldberg"", ""Zac Efron"", ""Zayn Malik""]","{""Spike Lee"": 0.0, ""Stan Lee"": 0.0, ""Theresa May"": 0.0, ""Tom Cruise"": 0.0, ""Tom Hanks"": 0.0, ""Tom Hardy"": 0.0, ""Tom Hiddleston"": 0.0, ""Whoopi Goldberg"": 0.0, ""Zac Efron"": 0.0, ""Zayn Malik"": 0.0}",0.0,0.0,0.0,90,"{""Adam Driver"": 0.0, ""Adriana Lima"": 0.0, ""Amber Heard"": 0.0, ""Amy Adams"": 0.0, ""Andrew Garfield"": 0.0, ""Angelina Jolie"": 0.0, ""Anjelica Huston"": 0.0, ""Anna Faris"": 0.0, ""Anna Kendrick"": 0.0, ""Anne Hathaway"": 0.0, ""Arnold Schwarzenegger"": 0.0, ""Barack Obama"": 0.0, ""Beth Behrs"": 0.0, ""Bill Clinton"": 0.0, ""Bob Dylan"": 0.0, ""Bob Marley"": 0.0, ""Bradley Cooper"": 0.0, ""Bruce Willis"": 0.0, ""Bryan Cranston"": 0.0, ""Cameron Diaz"": 0.0, ""Channing Tatum"": 0.0, ""Charlie Sheen"": 0.0, ""Charlize Theron"": 0.2, ""Chris Evans"": 0.0, ""Chris Hemsworth"": 0.0, ""Chris Pine"": 0.0, ""Chuck Norris"": 0.0, ""Courteney Cox"": 0.0, ""Demi Lovato"": 0.0, ""Drake"": 0.0, ""Drew Barrymore"": 0.0, ""Dwayne Johnson"": 0.0, ""Ed Sheeran"": 0.0, ""Elon Musk"": 0.0, ""Elvis Presley"": 0.0, ""Emma Stone"": 0.0, ""Frida Kahlo"": 0.0, ""George Clooney"": 0.0, ""Glenn Close"": 0.0, ""Gwyneth Paltrow"": 0.0, ""Harrison Ford"": 0.0, ""Hillary Clinton"": 0.0, ""Hugh Jackman"": 0.0, ""Idris Elba"": 0.0, ""Jake Gyllenhaal"": 0.6, ""James Franco"": 0.0, ""Jared Leto"": 0.0, ""Jason Momoa"": 0.0, ""Jennifer Aniston"": 0.0, ""Jennifer Lawrence"": 0.0, ""Jennifer Lopez"": 0.0, ""Jeremy Renner"": 0.0, ""Jessica Biel"": 0.0, ""Jessica Chastain"": 0.0, ""John Oliver"": 0.0, ""John Wayne"": 0.0, ""Johnny Depp"": 0.0, ""Julianne Hough"": 0.0, ""Justin Timberlake"": 0.0, ""Kate Bosworth"": 0.0, ""Kate Winslet"": 0.0, ""Leonardo Dicaprio"": 0.0, ""Margot Robbie"": 0.0, ""Mariah Carey"": 0.0, ""Melania Trump"": 0.0, ""Meryl Streep"": 0.0, ""Mick Jagger"": 0.0, ""Mila Kunis"": 0.0, ""Milla Jovovich"": 0.0, ""Morgan Freeman"": 0.0, ""Nick Jonas"": 0.0, ""Nicolas Cage"": 0.0, ""Nicole Kidman"": 0.0, ""Octavia Spencer"": 0.0, ""Olivia Wilde"": 0.0, ""Oprah Winfrey"": 0.0, ""Paul Mccartney"": 0.0, ""Paul Walker"": 0.0, ""Peter Dinklage"": 0.0, ""Philip Seymour Hoffman"": 0.0, ""Reese Witherspoon"": 0.0, ""Richard Gere"": 0.0, ""Ricky Gervais"": 0.0, ""Rihanna"": 0.0, ""Robin Williams"": 0.0, ""Ronald Reagan"": 0.0, ""Ryan Gosling"": 0.0, ""Ryan Reynolds"": 0.0, ""Shia Labeouf"": 0.0, ""Shirley Temple"": 0.0}",0.008888888888888889,0.0,0.6,0.8541666666666666,500,500,480,6dfabad459deebd35b6e29aaab88024a04dd0906f0955ddf0b66b84bb0f26992
order_b,baseline,1,"[""Zayn Malik"", ""Zac Efron"", ""Whoopi Goldberg"", ""Tom Hiddleston"", ""Tom Hardy"", ""Tom Hanks"", ""Tom Cruise"", ""Theresa May"", ""Stan Lee"", ""Spike Lee""]","{""Zayn Malik"": 0.0, ""Zac Efron"": 0.0, ""Whoopi Goldberg"": 0.0, ""Tom Hiddleston"": 0.0, ""Tom Hardy"": 0.0, ""Tom Hanks"": 0.0, ""Tom Cruise"": 0.0, ""Theresa May"": 0.0, ""Stan Lee"": 0.0, ""Spike Lee"": 0.0}",0.0,0.0,0.0,0,{},,,,0.9552845528455285,50,500,492,5a3822b023bc8522d298186309c319570c34bedc6e06f6d0fb5aab0ab656e110
order_b,baseline,2,"[""Shirley Temple"", ""Shia Labeouf"", ""Ryan Reynolds"", ""Ryan Gosling"", ""Ronald Reagan"", ""Robin Williams"", ""Rihanna"", ""Ricky Gervais"", ""Richard Gere"", ""Reese Witherspoon""]","{""Shirley Temple"": 0.0, ""Shia Labeouf"": 0.0, ""Ryan Reynolds"": 0.0, ""Ryan Gosling"": 0.0, ""Ronald Reagan"": 0.0, ""Robin Williams"": 0.0, ""Rihanna"": 0.0, ""Ricky Gervais"": 0.0, ""Richard Gere"": 0.2, ""Reese Witherspoon"": 0.0}",0.02,0.0,0.2,10,"{""Zayn Malik"": 0.0, ""Zac Efron"": 0.0, ""Whoopi Goldberg"": 0.0, ""Tom Hiddleston"": 0.0, ""Tom Hardy"": 0.0, ""Tom Hanks"": 0.0, ""Tom Cruise"": 0.0, ""Theresa May"": 0.0, ""Stan Lee"": 0.0, ""Spike Lee"": 0.0}",0.0,0.0,0.0,0.944558521560575,100,500,487,33357e41533bd3eea97b571cbe5e051b2980b96bf034752e0e62019df22a93d3
order_b,baseline,3,"[""Philip Seymour Hoffman"", ""Peter Dinklage"", ""Paul Walker"", ""Paul Mccartney"", ""Oprah Winfrey"", ""Olivia Wilde"", ""Octavia Spencer"", ""Nicole Kidman"", ""Nicolas Cage"", ""Nick Jonas""]","{""Philip Seymour Hoffman"": 0.0, ""Peter Dinklage"": 1.0, ""Paul Walker"": 0.0, ""Paul Mccartney"": 0.0, ""Oprah Winfrey"": 0.4, ""Olivia Wilde"": 0.0, ""Octavia Spencer"": 0.0, ""Nicole Kidman"": 0.0, ""Nicolas Cage"": 0.0, ""Nick Jonas"": 0.0}",0.13999999999999999,0.0,1.0,20,"{""Zayn Malik"": 0.0, ""Zac Efron"": 0.0, ""Whoopi Goldberg"": 0.0, ""Tom Hiddleston"": 0.0, ""Tom Hardy"": 0.0, ""Tom Hanks"": 0.0, ""Tom Cruise"": 0.0, ""Theresa May"": 0.0, ""Stan Lee"": 0.0, ""Spike Lee"": 0.0, ""Shirley Temple"": 0.0, ""Shia Labeouf"": 0.0, ""Ryan Reynolds"": 0.0, ""Ryan Gosling"": 0.0, ""Ronald Reagan"": 0.0, ""Robin Williams"": 0.0, ""Rihanna"": 0.0, ""Ricky Gervais"": 0.0, ""Richard Gere"": 0.0, ""Reese Witherspoon"": 0.0}",0.0,0.0,0.0,0.9288617886178862,150,500,492,19184bf3c56e92fc3da2f2aede95d8fcdb0a1ffd4b9ae6f5b54c7d57a92cbadc
order_b,baseline,4,"[""Morgan Freeman"", ""Milla Jovovich"", ""Mila Kunis"", ""Mick Jagger"", ""Meryl Streep"", ""Melania Trump"", ""Mariah Carey"", ""Margot Robbie"", ""Leonardo Dicaprio"", ""Kate Winslet""]","{""Morgan Freeman"": 0.0, ""Milla Jovovich"": 0.0, ""Mila Kunis"": 0.4, ""Mick Jagger"": 0.0, ""Meryl Streep"": 0.0, ""Melania Trump"": 0.0, ""Mariah Carey"": 0.0, ""Margot Robbie"": 0.2, ""Leonardo Dicaprio"": 0.0, ""Kate Winslet"": 0.0}",0.06000000000000001,0.0,0.4,30,"{""Zayn Malik"": 0.0, ""Zac Efron"": 0.0, ""Whoopi Goldberg"": 0.0, ""Tom Hiddleston"": 0.0, ""Tom Hardy"": 0.0, ""Tom Hanks"": 0.0, ""Tom Cruise"": 0.0, ""Theresa May"": 0.0, ""Stan Lee"": 0.0, ""Spike Lee"": 0.0, ""Shirley Temple"": 0.0, ""Shia Labeouf"": 0.0, ""Ryan Reynolds"": 0.0, ""Ryan Gosling"": 0.0, ""Ronald Reagan"": 0.0, ""Robin Williams"": 0.0, ""Rihanna"": 0.0, ""Ricky Gervais"": 0.0, ""Richard Gere"": 0.0, ""Reese Witherspoon"": 0.0, ""Philip Seymour Hoffman"": 0.0, ""Peter Dinklage"": 0.6, ""Paul Walker"": 0.0, ""Paul Mccartney"": 0.2, ""Oprah Winfrey"": 0.2, ""Olivia Wilde"": 0.0, ""Octavia Spencer"": 0.0, ""Nicole Kidman"": 0.0, ""Nicolas Cage"": 0.0, ""Nick Jonas"": 0.0}",0.03333333333333333,0.0,0.6,0.9222903885480572,200,500,489,c2e364d14ee59a7f8aea496999429548366d550ec9e322243516cd3e5e38256a
