group,target_names,anchor_names,layer,variant,target_rank,anchor_rank,true_leakage,projector_leakage_crosscheck,raw_preservation_loss,normalized_preservation_distortion,preservation_delta_vs_variant_c,preservation_ratio_vs_variant_c,anchor_feature_drift,orthogonality_residual,exact_mapping_residual,determinant
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.92485535094522586,0.92485535094561333,1928.7456753135907,0.12429026062056024,0,1,0.25632283309720333,6.7075345785568472e-12,,1.0000000000795837
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.7180895577415167e-29,1.8305088011988396e-29,932.65034885209525,0.060100902057932684,-0.064189358562627558,0.48355278810953528,0.47276776107452967,6.3375920005512531e-12,1.6966392029020087e-14,1.0000000000750691
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95489074816644026,0.95489074816718311,3995.6200912822901,0.077345117726086113,0,1,0.21819564642578337,2.4627824319090173e-11,,1.0000000004221705
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.4151442682854029e-29,1.488138735886311e-29,2470.0400630107497,0.047813739819394213,-0.0295313779066919,0.61818691631867695,0.83932069318649138,2.424127683038876e-11,2.1896612284075029e-14,1.0000000004140979
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95586847751872883,0.9558684775194487,4130.8825354005921,0.077062706162456071,0,1,0.17713747237673239,2.5882559352677078e-11,,-1.0000000004410539
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.2192448732305945e-29,2.3010174960569238e-29,2646.7372341449968,0.04937558306638417,-0.027687123096071901,0.64071955846314799,0.8810963671631562,2.4246265730520347e-11,1.3712137080515817e-14,-1.0000000004146643
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95243691651962958,0.95243691652034634,5793.378481978908,0.070015833811373954,0,1,0.19058168145991553,2.5497620927205866e-11,,-1.0000000004372809
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,3.3240856177068703e-29,3.3903738412564785e-29,4425.0822763065089,0.053479299897855506,-0.016536533913518447,0.76381722514269168,0.89245738138488584,2.5082927488279948e-11,1.5494637727346479e-14,-1.000000000426488
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95642131359109739,0.95642131359186067,6927.6015463309313,0.066911923567662415,0,1,0.17108847818419373,2.5332027019022109e-11,,1.0000000004349967
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.4990032539163683e-29,1.5664275146960646e-29,5791.0611482099921,0.055934371850516341,-0.010977551717146074,0.83594027593534359,1.0038134858196393,2.3765895487901147e-11,1.0492882415239587e-14,1.0000000004036838
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95752468784310174,0.9575246878438709,5850.2337177321388,0.067522603261397487,0,1,0.22012536521003767,2.407145127872311e-11,,1.0000000004098257
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.4245860011967256e-29,1.5003754959856021e-29,4449.5643998987634,0.051356268169209358,-0.016166335092188129,0.76057891267011646,1.0134515838162161,2.4853160130055661e-11,1.5176719523280142e-14,1.0000000004212513
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.92228452047302811,0.92228452047332221,7600.4832561929552,0.087844726083610158,0,1,0.25067852230818971,6.8230189727984798e-12,,1.0000000000820464
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.6745158799594134e-29,1.7755888780334341e-29,6326.2390289125979,0.07311728950675063,-0.014727436576859529,0.83234694632843376,0.78068634449825391,6.7134654904288804e-12,1.1771671263922528e-14,1.0000000000793399
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.91707312932833351,0.91707312932869334,5322.9722139210107,0.096844017519049003,0,1,0.2558550085852494,7.0050593488593216e-12,,1.0000000000834091
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.2918551542531056e-29,1.3986667245423347e-29,4122.4937225000485,0.075002994236912743,-0.02184102328213626,0.77447214766941919,0.6383605939724516,6.9044095036361739e-12,1.4815997992530243e-14,1.000000000081722
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.93984800014323877,0.93984800014360548,4337.760108177823,0.12207904929894635,0,1,0.29944933835956722,6.7849147601116795e-12,,1.000000000080971
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,9.4462674234696189e-30,1.0550472798476384e-29,2631.9266054224217,0.074071200297321921,-0.048007849001624428,0.60674784676555649,0.6731298267717486,6.7666206316655834e-12,1.7439846517622261e-14,-1.0000000000806755
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.88784836246468302,0.8878483624648551,1560.8537510003525,0.22820049161036082,0,1,0.32834823493913251,2.191724924165722e-12,,1.0000000000174147
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.9408402658655234e-29,1.9977538631652636e-29,462.61294568693233,0.067635101343361703,-0.16056539026699912,0.29638455581789341,0.3097024360716884,1.842680903262083e-12,1.1042943961851822e-14,1.0000000000143985
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.89023504116750007,0.89023504116767638,2026.5709783042048,0.1828954843783486,0,1,0.22608677094817958,2.1261596931472543e-12,,1.0000000000167357
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.4473801505069919e-29,1.5145121281240972e-29,811.2705989410689,0.07321615218204662,-0.10967933219630198,0.40031689372159285,0.37705545805865842,1.8775380926368795e-12,1.4400344088376199e-14,1.0000000000149747
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.88386632423771294,0.88386632423790068,2172.4093959080074,0.19228878451351686,0,1,0.22884071557036179,2.1586703105028927e-12,,1.0000000000170672
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.2241433563543165e-29,1.2724398238421384e-29,828.36129545505025,0.073321624801073584,-0.11896715971244327,0.38130993956082482,0.25501034954636315,1.9652068813952185e-12,1.8281780181869134e-14,1.0000000000155784
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95649091835706468,0.95649091835787248,5533.9013414690808,0.066609979078973452,0,1,0.2054703439426713,2.5270228287025853e-11,,-1.0000000004318281
balls,"[""soccer ball"", ""volleyball""]","[""basketball"", ""baseball""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.5472398264930108e-29,2.6212129787843631e-29,3994.2203806188149,0.048077282114899297,-0.018532696964074155,0.7217729652474203,0.90427151305596409,2.3635535712853841e-11,1.8163966839211518e-14,1.0000000003999989
