true_concept,cat,dog,fox,bear,wolf,rabbit,deer,horse
cat,30,2,16,0,0,2,0,0
dog,1,49,0,0,0,0,0,0
fox,1,0,19,3,5,6,15,1
bear,0,0,0,46,0,1,3,0
wolf,0,0,0,1,47,1,1,0
rabbit,1,0,0,0,0,49,0,0
deer,0,0,1,0,0,5,41,3
horse,0,2,0,1,0,1,0,46
