group,target_names,anchor_names,layer,variant,target_rank,anchor_rank,true_leakage,projector_leakage_crosscheck,raw_frozen_s_preservation_loss,normalized_frozen_s_preservation_distortion,frozen_s_delta_vs_variant_c,frozen_s_ratio_vs_variant_c,anchor_feature_drift,anchor_delta_vs_variant_c,anchor_ratio_vs_variant_c,anchor_delta_vs_variant_d,orthogonality_residual,exact_mapping_residual,determinant
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.9135702926571939e-29,1.9801880685223138e-29,2051.2428334517581,0.038386001596190038,-0.026460786780421068,0.59194915518800117,1.037606559167229,0.90301681543224788,7.7094028889033819,0,2.4848971236284408e-11,1.5545116528393214e-14,1.0000000004239809
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.902127578465798e-29,1.9723259912910992e-29,103469.2840663504,1.9362759194356383,1.8714291310590272,29.859241574005427,0.92506703695839065,0.79047729322340954,6.8732357406068632,-0.11253952220883834,2.1726593514121314e-11,1.5458649505278759e-14,-1.0000000003781688
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.97850555950958185,0.97850555951034268,5095.3348892323329,0.061406090159397651,0,1,0.12458165720724441,0,1,-1.057713274683046,2.4293282204229716e-11,,-1.0000000004163281
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.2160042162807365e-29,2.3063162502357692e-29,3266.7535823687513,0.039369063931672825,-0.022037026227724826,0.6411263741019626,1.1822949318902904,1.057713274683046,9.4901204430401496,0,2.3617471914128118e-11,1.6372145972840244e-14,1.0000000003999203
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.2213346614130717e-29,2.3031211212969041e-29,163488.81532004575,1.9702746044840158,1.9088685143246182,32.085980386792023,1.0677585878523408,0.94317693064509633,8.5707528041315122,-0.11453634403794966,2.2033732715855857e-11,1.6482425849924695e-14,-1.0000000003840637
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.9763486665763198,0.97634866657715502,5133.6892270106327,0.062268498746400919,0,1,0.12631138915007725,0,1,-1.0085311759587547,2.5807111924979015e-11,,-1.0000000004409284
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,9.1492444432198434e-30,9.9025495451133827e-30,3555.3370809201324,0.043124056166372507,-0.019144442580028412,0.69255011819062129,1.1348425651088321,1.0085311759587547,8.9844832896300861,0,2.5513407209959891e-11,1.6858915343745404e-14,-1.0000000004364611
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,9.1661242611509299e-30,9.8777210651964979e-30,161738.0315969596,1.9617830321227141,1.8995145333763133,31.505224497420599,1.0391768637726744,0.91286547462259715,8.2271034367136391,-0.095665701336157705,2.1686441096778056e-11,1.6867653407270907e-14,1.0000000003775777
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.9743099632805986,0.97430996328145503,6111.0827082657934,0.059005109764598496,0,1,0.097847545510861916,0,1,-1.1219210005909195,2.4115791718341438e-11,,-1.0000000004115639
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.6536679135706786e-29,2.728540842210161e-29,4463.8088443818842,0.043099978089755381,-0.015905131674843115,0.73044484217897732,1.2197685461017813,1.1219210005909195,12.46601066724128,0,2.4236790933868575e-11,1.8054902826295303e-14,-1.0000000004137028
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.6468827504107533e-29,2.721880716694759e-29,202702.89154821794,1.9571828653581198,1.8981777555935213,33.169718235697239,1.1146740673295679,1.016826521818706,11.391947151150864,-0.10509447877221345,2.1421560435928672e-11,1.799354347610694e-14,1.0000000003724672
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.9749235381106397,0.97492353811152077,5242.7932464153246,0.060583523685525574,0,1,0.10083723986106079,0,1,-1.1382538684515398,2.5369113052810232e-11,,-1.0000000004358229
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.0220199735125372e-29,1.0845927328244579e-29,3528.550071443894,0.040774447280568858,-0.019809076404956716,0.67302865201798356,1.2390911083126006,1.1382538684515398,12.288030791202635,0,2.43951621933784e-11,2.0027783422407095e-14,-1.0000000004097382
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.0235799213328792e-29,1.0786928687983454e-29,168825.30126242625,1.9508744970520138,1.8902909733664881,32.201403589176024,1.1048926280976183,1.0040553882365575,10.957188332604121,-0.13419848021498226,2.1641219526756089e-11,1.9966335879157269e-14,-1.0000000003758391
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.94232038821769104,0.9423203882179938,7719.4434077548613,0.089285303644701261,0,1,0.12534201597730082,0,1,-0.98443341914832549,6.8337909319664027e-12,,1.0000000000820115
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.1588949012443787e-29,1.2644844035356223e-29,6102.506929115767,0.070583351075885939,-0.018701952568815322,0.79053716787213713,1.1097754351256264,0.98443341914832549,8.8539778658626673,0,6.7771078974183661e-12,1.4653671056517313e-14,1.0000000000807197
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.1833871890645949e-29,1.2899422254588046e-29,163255.22125402308,1.888256864038302,1.7989715603936007,21.148574143314377,0.99260083741573457,0.8672588214384338,7.9191389230207729,-0.1171745977098918,6.3790270711411294e-12,1.4769038106144771e-14,1.0000000000758975
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.91867393104188133,0.91867393104222916,4688.7970997271505,0.085187038941079804,0,1,0.095555484483264813,0,1,-0.62316981456377118,7.2571327046141477e-12,,1.0000000000866907
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.6652102954190827e-29,1.7771928086100122e-29,3300.5348199200125,0.059964801685975552,-0.025222237255104252,0.70391931015997178,0.71872529904703597,0.62316981456377118,7.5215494216128489,0,6.8596380409871973e-12,1.963105918563447e-14,-1.0000000000813181
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.7082736567272603e-29,1.8102559846706691e-29,95700.361792410258,1.7387040371527023,1.6535169982116225,20.410429318423532,0.63458550260791802,0.53903001812465323,6.6410160132572678,-0.084139796439117953,6.2384781490608524e-12,1.9860149974707032e-14,-1.0000000000742886
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95683605997617693,0.9568360599765301,3775.7678220733355,0.10688116538360462,0,1,0.19201785701320409,0,1,-0.67018576459145385,7.0688187231948143e-12,,1.0000000000845124
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.3214479578584377e-29,2.4227167683950614e-29,2154.0733673605314,0.060975643279584942,-0.045905522104019679,0.57049942392318354,0.86220362160465791,0.67018576459145385,4.4902262477878221,0,6.7177785885242132e-12,1.2157163371731087e-14,-1.000000000079754
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.3462737393875846e-29,2.4473505260790679e-29,65754.408069662342,1.8613188349424166,1.754437669558812,17.414844123957685,0.73588789045728975,0.54387003344408569,3.8323929966924197,-0.12631573114736816,6.1752686660750773e-12,1.2297441402786181e-14,-1.0000000000734557
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.8759954233075099,0.87599542330769375,1612.260563581006,0.23911060248395305,0,1,0.17386813693641406,0,1,-0.12998549285631295,2.2398308765238257e-12,,1.0000000000178795
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,5.6399322092070352e-30,6.245593582569304e-30,455.75284791944017,0.067591641519624282,-0.17151896096432878,0.28267939948066678,0.30385362979272701,0.12998549285631295,1.7476096261608325,0,1.8382291956899248e-12,1.1643153636797838e-14,1.0000000000145031
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,5.7221878951598024e-30,6.380184470776429e-30,7621.9330351383387,1.1303911050682378,0.89128050258428471,4.7274821497892363,0.26226195540462616,0.088393818468212093,1.5083957303835314,-0.041591674388100852,1.8912432341430278e-12,1.1611741500333921e-14,1.0000000000148068
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.88504625560788819,0.88504625560804706,2141.6922572346948,0.19580621010436405,0,1,0.19994594872097296,0,1,-0.18373035450371386,2.1523249675994096e-12,,1.0000000000172675
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,7.3883695531496698e-30,8.1496018340434956e-30,905.00214301351923,0.082740664145934797,-0.11306554595842926,0.42256404483715965,0.38367630322468682,0.18373035450371386,1.9189001111500981,0,1.986288985780066e-12,1.430420667295301e-14,-1.0000000000157725
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,7.4692112170370513e-30,8.2527130723287557e-30,13573.78258817528,1.2409957202735278,1.0451895101691637,6.3378772287767644,0.29650915014927109,0.096563201428298134,1.4829465265287933,-0.087167153075415726,1.9153520754254191e-12,1.4367600267995202e-14,1.000000000014887
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.87667206130574316,0.87667206130593167,2227.258296977594,0.20009330161359845,0,1,0.19417412202227163,0,1,-0.094365156926058347,2.2357995319229556e-12,,1.0000000000177374
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.1521754948501105e-29,2.207307953811155e-29,687.61343125501753,0.061774084254339938,-0.13831921735925851,0.30872639791626955,0.28853927894832998,0.094365156926058347,1.4859821481012527,0,1.9507916687075928e-12,1.3033253169501791e-14,-1.0000000000154972
dogs,"[""golden retriever"", ""labrador retriever""]","[""cocker spaniel"", ""beagle""]",up_blocks.3.attentions.2.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.1687274423868828e-29,2.2231204202206047e-29,12653.497357872315,1.1367698424252797,0.93667654081168128,5.6811988870097396,0.22633950058669294,0.03216537856442131,1.1656522415522084,-0.062199778361637037,1.8463196261265642e-12,1.3061774297419399e-14,1.000000000014494
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.94332848041408768,0.94332848041423645,2024.1363678435616,0.20545402642669885,0,1,0.12859495570007073,0,1,-0.46598408487139575,2.1299241484640438e-12,,1.0000000000171112
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.0645768909111431e-29,1.1281784659175417e-29,807.47744319228957,0.081960630018883027,-0.12349339640781583,0.39892442822542901,0.59457904057146649,0.46598408487139575,4.6236575714387795,0,1.7916140624962357e-12,1.1684724848664528e-14,-1.0000000000139946
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.0.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.0779968674532028e-29,1.1424625806827054e-29,15585.742611541184,1.5819851000467731,1.3765310736200742,7.6999469300310253,0.50668841866020975,0.37809346296013902,3.9401889125572525,-0.087890621911256739,1.8144960913813644e-12,1.1818849465832927e-14,-1.0000000000141869
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.90120899842436353,0.90120899842452007,1393.7761331292156,0.18192957640788335,0,1,0.10014289311906102,0,1,-0.11098796245245232,2.1173727253889904e-12,,1.0000000000170786
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,8.4192835499268319e-30,8.9774813017140632e-30,451.56181763045913,0.058942356846820122,-0.12298721956106323,0.32398446701526007,0.21113085557151334,0.11098796245245232,2.1082959458790298,0,1.8038985355398463e-12,1.0896155012811168e-14,1.0000000000142317
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.0.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,8.4570680785379888e-30,9.1263606360466965e-30,9162.4042648549439,1.1959684824279495,1.0140389060200661,6.5737990822701988,0.18321034044679738,0.083067447327736355,1.8294891903010684,-0.027920515124715967,1.9049330396063364e-12,1.0923995803658171e-14,1.0000000000150682
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95686577980072662,0.95686577980112231,2577.7975295043534,0.12494924668483891,0,1,0.13454247299900426,0,1,-0.65706275678612203,6.7764935390480228e-12,,1.0000000000802858
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.7009851371066992e-29,2.8179253783740238e-29,1191.6218129565818,0.057759481168707306,-0.067189765516131594,0.46226354060696973,0.79160522978512626,0.65706275678612203,5.8836827667868485,0,6.4381126572303771e-12,1.2267245748045576e-14,1.000000000076243
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.7398792257590237e-29,2.8506084408640313e-29,35232.478700862994,1.7077647185731111,1.5828154718882721,13.667667183945719,0.74633404180724561,0.61179156880824137,5.5472002645050917,-0.045271187977880656,6.3657684777963105e-12,1.2404459439241767e-14,1.0000000000761171
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.93404967238165471,0.93404967238201431,2071.6842782178023,0.13323058120718737,0,1,0.10978316284903562,0,1,-0.41834157843430281,6.7837395443253949e-12,,1.000000000080671
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.4163646236266403e-29,1.518862204906161e-29,894.93485159560805,0.057553504495975884,-0.075677076711211488,0.43198418842348379,0.52812474128333842,0.41834157843430281,4.8106169250158173,0,6.5080529625945575e-12,1.5620019710161699e-14,-1.00000000007757
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.4302592484322596e-29,1.5518136213151052e-29,24202.978088689782,1.5565001248524952,1.4232695436453078,11.682754145101088,0.47329963392287316,0.36351647107383755,4.3112224282854212,-0.054825107360465253,6.3034545848487258e-12,1.5827557766499764e-14,1.0000000000747371
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.98140393379698621,0.98140393379779278,3960.9713086278225,0.07714579152871974,0,1,0.094349900696986802,0,1,-1.108686500566689,2.5837559400315471e-11,,-1.0000000004271554
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.9941852675792235e-29,2.056836531967279e-29,2234.9234179591394,0.043528448617886684,-0.033617342910833056,0.56423620466298496,1.2030364012636758,1.108686500566689,12.750796687400186,0,2.498652832024443e-11,1.0505745940087444e-14,1.0000000004287737
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.9845253423112761e-29,2.0538502591941523e-29,99742.653730648832,1.9426361292911147,1.865490337762395,25.18136233741166,1.1067014721719486,1.0123515714749618,11.729757678560999,-0.09633492909172725,2.1820192354618584e-11,1.0547202734421755e-14,1.0000000003797898
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.98157196051697904,0.98157196051774154,3953.6575407675687,0.074072252703545574,0,1,0.080310590692937861,0,1,-1.146912643797052,2.572371019292194e-11,,-1.0000000004399243
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.0415794209267052e-29,2.1157125289838175e-29,2316.8939707466543,0.043407289052948481,-0.030664963650597094,0.5860128113920684,1.2272232344899898,1.146912643797052,15.280963866673517,0,2.4698952891557765e-11,1.6790607452012024e-14,1.0000000004243617
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",down_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.0355566908475633e-29,2.1106098089732583e-29,103939.83260306343,1.9473253480228421,1.8732530953192965,26.289538618684816,1.1381852457575588,1.057874655064621,14.172293292043305,-0.089037988732431073,2.1529466295714026e-11,1.6605178598662863e-14,-1.0000000003749261
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.98529842377804966,0.98529842377878563,5507.9326594357817,0.066560753446618312,0,1,0.072636746262228546,0,1,-1.3688680327837084,2.3787402817358721e-11,,-1.0000000004092837
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.3946709617948649e-29,1.4668876497777563e-29,3649.8798768226379,0.044107066954564261,-0.022453686492054051,0.66265876917901934,1.441504779045937,1.3688680327837084,19.845393044477905,0,2.4480490009467752e-11,1.2640844860534746e-14,1.0000000004188898
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",mid_block.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.3726847875789893e-29,1.4580067061727641e-29,162626.31459448743,1.9652618684638568,1.8987011150172384,29.525835671917321,1.2860394092515999,1.2134026629893713,17.705080079011559,-0.15546536979433712,2.1820704176981633e-11,1.2618664676887824e-14,-1.0000000003789766
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.98317679348475762,0.98317679348555442,5830.3262380049928,0.070912230632460063,0,1,0.071103701166596103,0,1,-1.240828325254129,2.5341445684158678e-11,,1.0000000004319294
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.030015008611904e-29,2.1005173586047893e-29,3876.5975562954482,0.047149708053955811,-0.023762522578504253,0.66490233960251477,1.311932026420725,1.240828325254129,18.450966755540136,0,2.4965730271731309e-11,1.6132705714621245e-14,-1.0000000004255905
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.0245216509170795e-29,2.0946128459046223e-29,162018.44622119085,1.9705740221290298,1.8996617914965697,27.788916024128,1.2381742343990152,1.1670705332324192,17.413639713324777,-0.073757792021709845,2.1973265564396991e-11,1.617909414869146e-14,-1.0000000003824245
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.98035429368389193,0.98035429368473004,6974.3904389144036,0.067390099364468894,0,1,0.061513347828286644,0,1,-1.288456155199762,2.4271210332931412e-11,,-1.0000000004152281
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.8746970624129168e-29,1.9480815687391916e-29,4996.8116694640175,0.048281729831450661,-0.019108369533018234,0.71645138212849957,1.3499695030280485,1.288456155199762,21.945960522201833,0,2.4663673984443263e-11,1.5317090251157439e-14,-1.0000000004236347
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.8772463429674679e-29,1.9418440206402646e-29,204021.84779428365,1.9713626181099531,1.9039725187454841,29.253000614350547,1.2593831218839011,1.1978697740556146,20.473330851694911,-0.09058638114414741,2.1930921917565201e-11,1.5451248268303599e-14,-1.0000000003822023
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.9842954604337617,0.98429546043463956,6197.0913090832455,0.071441209141866621,0,1,0.079338645225189672,0,1,-1.3128440987864083,2.5669951961626835e-11,,-1.0000000004390424
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,1.3156010070256165e-29,1.3746717744118907e-29,4258.4310953785243,0.049091977401599818,-0.022349231740266803,0.68716610470735295,1.3921827440115979,1.3128440987864083,17.547347072288879,0,2.4648186866937281e-11,1.8056472061343287e-14,-1.0000000004161587
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.1.attentions.2.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,1.3038011626290626e-29,1.3680742013438736e-29,171857.23087355631,1.9812017866162552,1.9097605774743887,27.731918460142825,1.2397099165893104,1.1603712713641208,15.625549353289284,-0.15247282742228752,2.2036819857979217e-11,1.7985342259944247e-14,1.0000000003838829
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.94985344694443563,0.94985344694473162,8339.6506328585547,0.095817440749957919,0,1,0.080544026886005454,0,1,-1.1575180225395929,6.900081921364633e-12,,1.0000000000826252
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,2.7938058536466644e-29,2.8954358770579368e-29,6279.5697650960792,0.072148382515165463,-0.023669058234792456,0.75297755763944418,1.2380620494255983,1.1575180225395929,15.371245979268412,0,6.6708860302850094e-12,1.7720898876687859e-14,-1.0000000000791305
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.0.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,2.8168830226838743e-29,2.9264266484103897e-29,168615.1908321373,1.9372845180641975,1.8414670773142396,20.218495744628292,1.1531288890842455,1.0725848621982401,14.316752385825918,-0.084933160341352787,6.165134525158421e-12,1.7871948614183047e-14,-1.0000000000734537
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.92170305817423381,0.92170305817457987,4950.9823024961288,0.089708158714947514,0,1,0.087036112272769098,0,1,-0.51600212612192675,7.0960956240427096e-12,,1.0000000000849469
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,D_exact_orthogonal,12,12,9.1885775926992263e-30,1.0218227392740368e-29,3260.4089111957337,0.059076211994075249,-0.030631946720872265,0.65853778341157443,0.60303823839469584,0.51600212612192675,6.9285980571465373,0,6.7598057827246339e-12,1.3125664373051615e-14,1.0000000000805782
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.1.transformer_blocks.0.attn2.to_v,E_anchor_optimal_exact_orthogonal,12,12,9.432328201829003e-30,1.0464961413383171e-29,90801.050774778851,1.645248271293783,1.5555401125788355,18.340007139391275,0.57032232360284341,0.48328621133007432,6.5527090848849827,-0.03271591479185243,6.3224005190543632e-12,1.3243211545058474e-14,1.0000000000752201
fruits,"[""orange"", ""lemon""]","[""banana"", ""pineapple""]",up_blocks.2.attentions.2.transformer_blocks.0.attn2.to_v,C_objective_faithful,12,12,0.95335252975191764,0.95335252975229234,4234.5932705670675,0.11809197164284627,0,1,0.14324837027760715,0,1,-0.69408618307983505,6.9533752597921084e-12,,1.0000000000833789
