scope,identifier,delta_unlearn,delta_preserve,delta_overall
seed,20260820,0.16666666666666785,-0.055555555555557135,-0.08662762605894159
seed,20260821,0.16666666666666785,0.44444444444444287,0.35641884673626123
seed,20260822,-0.08333333333333215,0.6111111111111143,0.5585376546794549
seed,20260823,0.25,-0.22222222222222143,-0.2528799888735307
seed,20260824,0.0,0.5555555555555571,0.4938297416821129
five_seed_mean,projection_accumulation_budget_matched_cos2-minus-official,0.10000000000000142,0.2666666666666657,0.2138557256330671
