projection,layer_index,target_index,target_concept,official_contribution_frobenius,geo_contribution_frobenius,lambda,new_contribution_frobenius,new_to_official_ratio,norm_matches,rtol,atol
to_k,5,7,lifeboat,758.297607421875,499.7024841308594,1.5174981355667114,758.297607421875,1.0,True,1e-05,1e-07
to_k,5,8,soccer ball,850.3300170898438,368.5659484863281,2.307131290435791,850.3300170898438,1.0,True,1e-05,1e-07
to_k,5,9,volleyball,716.5702514648438,484.6013488769531,1.478679895401001,716.5702514648438,1.0,True,1e-05,1e-07
to_k,6,0,golden retriever,683.8489379882812,445.66839599609375,1.53443443775177,683.8489379882812,1.0,True,1e-05,1e-07
to_k,6,1,labrador retriever,635.8887939453125,331.5074462890625,1.9181734323501587,635.8887939453125,1.0,True,1e-05,1e-07
to_k,6,2,tabby,588.43994140625,351.4903869628906,1.6741281747817993,588.43994140625,1.0,True,1e-05,1e-07
to_k,6,3,tiger cat,649.1803588867188,321.12725830078125,2.0215673446655273,649.1803588867188,1.0,True,1e-05,1e-07
to_k,6,4,orange,630.6480102539062,250.968017578125,2.512861967086792,630.6480102539062,1.0,True,1e-05,1e-07
to_k,6,5,lemon,665.8631591796875,321.76507568359375,2.0694077014923096,665.8631591796875,1.0,True,1e-05,1e-07
to_k,6,6,yawl,611.1219482421875,179.63375854492188,3.4020440578460693,611.1219482421875,1.0,True,1e-05,1e-07
to_k,6,7,lifeboat,601.3291015625,378.6308898925781,1.5881670713424683,601.3291015625,1.0,True,1e-05,1e-07
to_k,6,8,soccer ball,622.742431640625,260.3633728027344,2.3918204307556152,622.7423706054688,0.9999998807907104,True,1e-05,1e-07
to_k,6,9,volleyball,694.0177612304688,341.13665771484375,2.0344274044036865,694.0177001953125,0.9999999403953552,True,1e-05,1e-07
to_k,7,0,golden retriever,609.4575805664062,630.5322265625,0.9665763974189758,609.45751953125,0.9999998807907104,True,1e-05,1e-07
to_k,7,1,labrador retriever,499.8951110839844,407.0797424316406,1.228002905845642,499.8951110839844,1.0,True,1e-05,1e-07
to_k,7,2,tabby,648.2394409179688,460.136474609375,1.4087982177734375,648.2394409179688,1.0,True,1e-05,1e-07
to_k,7,3,tiger cat,642.9122924804688,445.569580078125,1.4428998231887817,642.9122314453125,0.9999998807907104,True,1e-05,1e-07
to_k,7,4,orange,593.6356201171875,281.89923095703125,2.1058433055877686,593.6356201171875,1.0,True,1e-05,1e-07
to_k,7,5,lemon,609.534423828125,406.5020446777344,1.4994621276855469,609.534423828125,1.0,True,1e-05,1e-07
to_k,7,6,yawl,770.5767211914062,211.60501098632812,3.641580581665039,770.5767211914062,1.0,True,1e-05,1e-07
to_k,7,7,lifeboat,718.0286865234375,456.0881042480469,1.5743200778961182,718.0286865234375,1.0,True,1e-05,1e-07
to_k,7,8,soccer ball,671.2489013671875,275.27484130859375,2.4384679794311523,671.2489013671875,1.0,True,1e-05,1e-07
to_k,7,9,volleyball,738.7536010742188,441.7047424316406,1.672505497932434,738.753662109375,1.0000001192092896,True,1e-05,1e-07
to_k,8,0,golden retriever,645.34130859375,558.2354736328125,1.1560378074645996,645.34130859375,1.0,True,1e-05,1e-07
to_k,8,1,labrador retriever,537.6082153320312,449.48907470703125,1.1960428953170776,537.6082153320312,1.0,True,1e-05,1e-07
to_k,8,2,tabby,625.6426391601562,425.14068603515625,1.4716131687164307,625.6426391601562,1.0,True,1e-05,1e-07
to_k,8,3,tiger cat,586.8489379882812,410.6531066894531,1.4290624856948853,586.8489990234375,1.0000001192092896,True,1e-05,1e-07
to_k,8,4,orange,643.649169921875,425.40185546875,1.5130380392074585,643.6492309570312,1.0000001192092896,True,1e-05,1e-07
to_k,8,5,lemon,678.6796264648438,451.70074462890625,1.5024983882904053,678.6796875,1.0000001192092896,True,1e-05,1e-07
to_k,8,6,yawl,627.927001953125,309.4995422363281,2.028846263885498,627.9269409179688,0.9999998807907104,True,1e-05,1e-07
to_k,8,7,lifeboat,649.5232543945312,461.85015869140625,1.4063506126403809,649.5232543945312,1.0,True,1e-05,1e-07
to_k,8,8,soccer ball,688.62353515625,281.814208984375,2.4435372352600098,688.62353515625,1.0,True,1e-05,1e-07
to_k,8,9,volleyball,695.6175537109375,369.3773498535156,1.8832166194915771,695.6176147460938,1.0000001192092896,True,1e-05,1e-07
to_k,9,0,golden retriever,604.1633911132812,768.5692749023438,0.7860884070396423,604.1633911132812,1.0,True,1e-05,1e-07
to_k,9,1,labrador retriever,537.8582763671875,571.3726806640625,0.9413440823554993,537.8583374023438,1.0000001192092896,True,1e-05,1e-07
to_k,9,2,tabby,567.0667114257812,607.000732421875,0.9342108964920044,567.0667114257812,1.0,True,1e-05,1e-07
to_k,9,3,tiger cat,517.3045654296875,635.6856689453125,0.8137741684913635,517.3046264648438,1.0000001192092896,True,1e-05,1e-07
to_k,9,4,orange,603.5196533203125,515.1162719726562,1.1716183423995972,603.5195922851562,0.9999998807907104,True,1e-05,1e-07
to_k,9,5,lemon,501.077880859375,591.9531860351562,0.8464822769165039,501.077880859375,1.0,True,1e-05,1e-07
to_k,9,6,yawl,543.7554321289062,373.5502014160156,1.4556422233581543,543.7554321289062,1.0,True,1e-05,1e-07
to_k,9,7,lifeboat,719.4024658203125,804.978515625,0.8936915397644043,719.4024658203125,1.0,True,1e-05,1e-07
to_k,9,8,soccer ball,567.80615234375,448.0393371582031,1.2673131227493286,567.8060913085938,0.9999998807907104,True,1e-05,1e-07
to_k,9,9,volleyball,467.8081970214844,751.9009399414062,0.6221673488616943,467.8082275390625,1.0000001192092896,True,1e-05,1e-07
to_k,10,0,golden retriever,325.8456115722656,155.45420837402344,2.0960874557495117,325.8456115722656,1.0,True,1e-05,1e-07
to_k,10,1,labrador retriever,337.10888671875,139.94778442382812,2.4088189601898193,337.1088562011719,0.9999998807907104,True,1e-05,1e-07
to_k,10,2,tabby,355.86578369140625,138.57546997070312,2.568028688430786,355.8658142089844,1.0000001192092896,True,1e-05,1e-07
to_k,10,3,tiger cat,399.30615234375,147.80836486816406,2.701512575149536,399.3061218261719,0.9999999403953552,True,1e-05,1e-07
to_k,10,4,orange,341.2530212402344,146.26544189453125,2.3331077098846436,341.2530212402344,1.0,True,1e-05,1e-07
to_k,10,5,lemon,345.5173645019531,200.66636657714844,1.7218499183654785,345.5173645019531,1.0,True,1e-05,1e-07
to_k,10,6,yawl,342.9501037597656,203.6361541748047,1.6841317415237427,342.9501037597656,1.0,True,1e-05,1e-07
to_k,10,7,lifeboat,448.2455139160156,153.6055145263672,2.9181602001190186,448.2455139160156,1.0,True,1e-05,1e-07
to_k,10,8,soccer ball,414.66229248046875,127.89384460449219,3.2422380447387695,414.66229248046875,1.0,True,1e-05,1e-07
to_k,10,9,volleyball,330.0121154785156,123.41815185546875,2.6739349365234375,330.0121154785156,1.0,True,1e-05,1e-07
to_k,11,0,golden retriever,431.5498352050781,551.76318359375,0.7821287512779236,431.54986572265625,1.0000001192092896,True,1e-05,1e-07
to_k,11,1,labrador retriever,520.5037841796875,432.5129699707031,1.2034409046173096,520.5037841796875,1.0,True,1e-05,1e-07
to_k,11,2,tabby,546.5333251953125,474.9208068847656,1.1507883071899414,546.5333251953125,1.0,True,1e-05,1e-07
to_k,11,3,tiger cat,409.2725524902344,420.7091064453125,0.972815990447998,409.2725524902344,1.0,True,1e-05,1e-07
to_k,11,4,orange,542.5293579101562,582.4314575195312,0.9314904808998108,542.529296875,0.9999998807907104,True,1e-05,1e-07
to_k,11,5,lemon,482.68853759765625,391.35784912109375,1.2333687543869019,482.6885070800781,0.9999999403953552,True,1e-05,1e-07
to_k,11,6,yawl,437.976806640625,201.51239013671875,2.1734485626220703,437.976806640625,1.0,True,1e-05,1e-07
to_k,11,7,lifeboat,505.98236083984375,433.1158142089844,1.1682380437850952,505.98236083984375,1.0,True,1e-05,1e-07
to_k,11,8,soccer ball,475.5036315917969,300.0033264160156,1.5849945545196533,475.50360107421875,0.9999999403953552,True,1e-05,1e-07
to_k,11,9,volleyball,512.7870483398438,457.96630859375,1.1197047233581543,512.7870483398438,1.0,True,1e-05,1e-07
to_k,12,0,golden retriever,281.1623229980469,167.68190002441406,1.6767600774765015,281.16229248046875,0.9999998807907104,True,1e-05,1e-07
to_k,12,1,labrador retriever,324.9188232421875,132.09954833984375,2.459651231765747,324.9187927246094,0.9999998807907104,True,1e-05,1e-07
to_k,12,2,tabby,412.965576171875,148.16661071777344,2.78717041015625,412.965576171875,1.0,True,1e-05,1e-07
to_k,12,3,tiger cat,356.0177917480469,114.03250885009766,3.122072696685791,356.01776123046875,0.9999999403953552,True,1e-05,1e-07
to_k,12,4,orange,308.3276672363281,195.37179565429688,1.5781584978103638,308.3276672363281,1.0,True,1e-05,1e-07
to_k,12,5,lemon,232.5117950439453,198.01870727539062,1.1741909980773926,232.5117645263672,0.9999998807907104,True,1e-05,1e-07
to_k,12,6,yawl,310.5531921386719,119.66316986083984,2.5952279567718506,310.5531921386719,1.0,True,1e-05,1e-07
to_k,12,7,lifeboat,357.0035095214844,167.2058563232422,2.1351137161254883,357.0035400390625,1.0000001192092896,True,1e-05,1e-07
to_k,12,8,soccer ball,257.9851379394531,115.57473754882812,2.2321932315826416,257.9851379394531,1.0,True,1e-05,1e-07
to_k,12,9,volleyball,259.7459411621094,166.79266357421875,1.5572983026504517,259.7459411621094,1.0,True,1e-05,1e-07
to_k,13,0,golden retriever,437.90264892578125,756.1328125,0.5791345834732056,437.9026794433594,1.0000001192092896,True,1e-05,1e-07
to_k,13,1,labrador retriever,436.14923095703125,760.0730590820312,0.5738254189491272,436.14923095703125,1.0,True,1e-05,1e-07
to_k,13,2,tabby,444.2161865234375,764.047119140625,0.5813989639282227,444.2161865234375,1.0,True,1e-05,1e-07
to_k,13,3,tiger cat,437.495361328125,672.2777099609375,0.6507658362388611,437.495361328125,1.0,True,1e-05,1e-07
to_k,13,4,orange,561.5599365234375,921.8063354492188,0.6091951131820679,561.5598754882812,0.9999998807907104,True,1e-05,1e-07
to_k,13,5,lemon,535.3897094726562,779.95361328125,0.6864379048347473,535.3897094726562,1.0,True,1e-05,1e-07
to_k,13,6,yawl,603.228759765625,675.3552856445312,0.8932021260261536,603.228759765625,1.0,True,1e-05,1e-07
to_k,13,7,lifeboat,452.0068359375,854.3067016601562,0.529092013835907,452.0068359375,1.0,True,1e-05,1e-07
to_k,13,8,soccer ball,525.6373291015625,604.6452026367188,0.8693318367004395,525.6373291015625,1.0,True,1e-05,1e-07
to_k,13,9,volleyball,442.1485900878906,637.7432861328125,0.6933018565177917,442.1485900878906,1.0,True,1e-05,1e-07
to_k,14,0,golden retriever,364.3908996582031,386.7112731933594,0.9422815442085266,364.3908996582031,1.0,True,1e-05,1e-07
to_k,14,1,labrador retriever,329.91314697265625,241.3312530517578,1.3670551776885986,329.9131164550781,0.9999998807907104,True,1e-05,1e-07
to_k,14,2,tabby,368.1070556640625,286.2351379394531,1.2860302925109863,368.1070556640625,1.0,True,1e-05,1e-07
to_k,14,3,tiger cat,361.099853515625,228.96791076660156,1.5770761966705322,361.099853515625,1.0,True,1e-05,1e-07
to_k,14,4,orange,424.184814453125,517.3485717773438,0.8199207186698914,424.184814453125,1.0,True,1e-05,1e-07
to_k,14,5,lemon,300.0966491699219,439.8912658691406,0.6822064518928528,300.0966491699219,1.0,True,1e-05,1e-07
to_k,14,6,yawl,334.1514587402344,174.03274536132812,1.9200493097305298,334.1514587402344,1.0,True,1e-05,1e-07
to_k,14,7,lifeboat,434.4436340332031,290.920654296875,1.4933406114578247,434.4436340332031,1.0,True,1e-05,1e-07
to_k,14,8,soccer ball,365.0887451171875,196.65585327148438,1.8564854860305786,365.0887451171875,1.0,True,1e-05,1e-07
to_k,14,9,volleyball,422.17242431640625,276.9853210449219,1.5241689682006836,422.17242431640625,1.0,True,1e-05,1e-07
to_k,15,0,golden retriever,689.9494018554688,565.5637817382812,1.2199320793151855,689.9493408203125,0.9999999403953552,True,1e-05,1e-07
to_k,15,1,labrador retriever,786.25537109375,467.9052734375,1.680372953414917,786.25537109375,1.0,True,1e-05,1e-07
to_k,15,2,tabby,701.526611328125,472.8812255859375,1.4835155010223389,701.526611328125,1.0,True,1e-05,1e-07
to_k,15,3,tiger cat,698.8535766601562,469.4158630371094,1.4887728691101074,698.8535766601562,1.0,True,1e-05,1e-07
to_k,15,4,orange,638.73486328125,334.00634765625,1.9123435020446777,638.73486328125,1.0,True,1e-05,1e-07
to_k,15,5,lemon,678.1044311523438,396.6050109863281,1.7097727060317993,678.1043701171875,0.9999998807907104,True,1e-05,1e-07
to_k,15,6,yawl,728.9750366210938,299.6424560546875,2.43281626701355,728.9750366210938,1.0,True,1e-05,1e-07
to_k,15,7,lifeboat,669.9483032226562,525.593017578125,1.2746522426605225,669.9483032226562,1.0,True,1e-05,1e-07
to_k,15,8,soccer ball,670.299560546875,392.36395263671875,1.7083617448806763,670.299560546875,1.0,True,1e-05,1e-07
to_k,15,9,volleyball,672.3762817382812,535.7776489257812,1.2549539804458618,672.3763427734375,1.0000001192092896,True,1e-05,1e-07
