edit_seed,records,mean_raw_mi_official,mean_raw_mi_matched,mean_alpha_spearman,mean_top_1_percent_overlap,mean_top_5_percent_overlap,mean_top_10_percent_overlap
20260820,320,0.684728743781925,0.3796011263932905,0.06437929119061062,0.4021720467032967,0.102978515625,0.1749267578125
20260821,320,0.6848386735939311,0.37963791544300873,0.0642333996064265,0.4022750686813187,0.113037109375,0.1845947265625
20260822,320,0.6848261043551338,0.3797321870716769,0.06386721344007366,0.4020003434065934,0.11064453125,0.1790283203125
20260823,320,0.6847771943961652,0.3797490474477581,0.06393174371384117,0.4046617445054945,0.106982421875,0.17802734375
20260824,320,0.6847680630631839,0.3796692417879058,0.06728726685611526,0.4036401098901099,0.106298828125,0.181298828125
