edit_seed,official_unlearn_acc,matched_unlearn_acc,delta_unlearn_acc,official_preserve_acc,matched_preserve_acc,delta_preserve_acc,official_overall_acc,matched_overall_acc,delta_overall_acc
20260820,19.75,17.416666666666668,-2.333333333333332,40.611111111111114,41.72222222222222,1.1111111111111072,53.930360836589294,55.436945996275604,1.5065851596863098
20260821,19.0,17.25,-1.75,40.44444444444444,40.833333333333336,0.38888888888889284,53.950594693504115,54.68307484828051,0.7324801547763968
20260822,19.75,17.25,-2.5,40.22222222222222,41.833333333333336,1.6111111111111143,53.58635001152871,55.57257525083612,1.9862252393074087
20260823,18.833333333333332,17.083333333333332,-1.75,40.77777777777778,41.333333333333336,0.5555555555555571,54.283675018982535,55.16655488486475,0.8828798658822166
20260824,19.0,16.75,-2.25,40.22222222222222,41.666666666666664,1.4444444444444429,53.75252062328139,55.537024683122084,1.7845040598406925
